politician_name,ticker,trade_date,report_date,trade_size,transaction_type,est_trade_size,close_date
Lisa McClain,CSCO,2025-07-22,2025-08-14,1K–15K,buy,8000.0,2025-08-21
Lisa McClain,CAG,2025-07-22,2025-08-14,1K–15K,buy,8000.0,2025-08-21
Lisa McClain,N-A,2025-07-16,2025-08-14,1K–15K,buy,8000.0,2025-08-15
Lisa McClain,DHR,2025-07-22,2025-08-14,1K–15K,buy,8000.0,2025-08-21
Lisa McClain,DRI,2025-07-16,2025-08-14,1K–15K,buy,8000.0,2025-08-15
Lisa McClain,DBX,2025-07-22,2025-08-14,1K–15K,buy,8000.0,2025-08-21
Lisa McClain,EHC,2025-07-22,2025-08-14,1K–15K,buy,8000.0,2025-08-21
Lisa McClain,EPAM,2025-07-22,2025-08-14,1K–15K,buy,8000.0,2025-08-21
Lisa McClain,XOM,2025-07-22,2025-08-14,1K–15K,buy,8000.0,2025-08-21
Lisa McClain,FI,2025-07-22,2025-08-14,1K–15K,buy,8000.0,2025-08-21
Lisa McClain,FCPT,2025-07-16,2025-08-14,1K–15K,buy,8000.0,2025-08-15
Lisa McClain,IT,2025-07-16,2025-08-14,1K–15K,buy,8000.0,2025-08-15
Lisa McClain,GPI,2025-07-22,2025-08-14,1K–15K,buy,8000.0,2025-08-21
Lisa McClain,HRL,2025-07-16,2025-08-14,1K–15K,buy,8000.0,2025-08-15
Lisa McClain,LAD,2025-07-22,2025-08-14,1K–15K,buy,8000.0,2025-08-21
Lisa McClain,MKC,2025-07-22,2025-08-14,1K–15K,buy,8000.0,2025-08-21
Lisa McClain,MEDP,2025-07-22,2025-08-14,1K–15K,buy,8000.0,2025-08-21
Lisa McClain,MMSI,2025-07-22,2025-08-14,1K–15K,buy,8000.0,2025-08-21
Lisa McClain,META,2025-07-16,2025-08-14,1K–15K,buy,8000.0,2025-08-15
Lisa McClain,META,2025-07-22,2025-08-14,1K–15K,buy,8000.0,2025-08-21
Lisa McClain,MU,2025-07-22,2025-08-14,1K–15K,buy,8000.0,2025-08-21
Lisa McClain,MSFT,2025-07-16,2025-08-14,1K–15K,buy,8000.0,2025-08-15
Lisa McClain,MORN,2025-07-22,2025-08-14,1K–15K,buy,8000.0,2025-08-21
Lisa McClain,NYT,2025-07-22,2025-08-14,1K–15K,buy,8000.0,2025-08-21
Lisa McClain,NOG,2025-07-16,2025-08-14,1K–15K,buy,8000.0,2025-08-15
Lisa McClain,NOVT,2025-07-22,2025-08-14,1K–15K,buy,8000.0,2025-08-21
Lisa McClain,PAYX,2025-07-16,2025-08-14,1K–15K,buy,8000.0,2025-08-15
Lisa McClain,PEP,2025-07-16,2025-08-14,1K–15K,buy,8000.0,2025-08-15
Lisa McClain,RRC,2025-07-22,2025-08-14,1K–15K,buy,8000.0,2025-08-21
Lisa McClain,RGEN,2025-07-22,2025-08-14,1K–15K,buy,8000.0,2025-08-21
Lisa McClain,ROP,2025-07-22,2025-08-14,1K–15K,buy,8000.0,2025-08-21
Lisa McClain,RGLD,2025-07-22,2025-08-14,1K–15K,buy,8000.0,2025-08-21
Lisa McClain,SLB,2025-07-16,2025-08-14,1K–15K,buy,8000.0,2025-08-15
Lisa McClain,SIX,2025-07-16,2025-08-14,1K–15K,buy,8000.0,2025-08-15
Lisa McClain,SBUX,2025-07-22,2025-08-14,1K–15K,buy,8000.0,2025-08-21
Lisa McClain,TRGP,2025-07-22,2025-08-14,1K–15K,buy,8000.0,2025-08-21
Lisa McClain,TFX,2025-07-16,2025-08-14,1K–15K,buy,8000.0,2025-08-15
Lisa McClain,TPL,2025-07-22,2025-08-14,1K–15K,buy,8000.0,2025-08-21
Lisa McClain,TMO,2025-07-22,2025-08-14,1K–15K,buy,8000.0,2025-08-21
Lisa McClain,UNP,2025-07-22,2025-08-14,1K–15K,buy,8000.0,2025-08-21
Lisa McClain,WRB,2025-07-16,2025-08-14,1K–15K,buy,8000.0,2025-08-15
Lisa McClain,WAT,2025-07-16,2025-08-14,1K–15K,buy,8000.0,2025-08-15
Lisa McClain,WDFC,2025-07-16,2025-08-14,1K–15K,buy,8000.0,2025-08-15
Lisa McClain,WAL,2025-07-16,2025-08-14,1K–15K,buy,8000.0,2025-08-15
Lisa McClain,WHR,2025-07-22,2025-08-14,1K–15K,buy,8000.0,2025-08-21
Lisa McClain,XPO,2025-07-22,2025-08-14,1K–15K,buy,8000.0,2025-08-21
Lisa McClain,ZTS,2025-07-22,2025-08-14,1K–15K,buy,8000.0,2025-08-21
Michael McCaul,DHR,2025-07-29,2025-08-14,500K–1M,buy,750000.0,2025-08-28
Michael McCaul,PINS,2025-07-30,2025-08-14,15K–50K,buy,32500.0,2025-08-29
Michael McCaul,DHR,2025-07-23,2025-08-14,15K–50K,buy,32500.0,2025-08-22
Michael McCaul,WDAY,2025-07-21,2025-08-14,1K–15K,buy,8000.0,2025-08-20
Michael McCaul,DHR,2025-07-25,2025-08-14,1K–15K,buy,8000.0,2025-08-24
Michael McCaul,BKNG,2025-07-30,2025-08-14,1K–15K,buy,8000.0,2025-08-29
Michael McCaul,UBER,2025-07-31,2025-08-14,1K–15K,buy,8000.0,2025-08-30
Michael McCaul,DXCM,2025-07-30,2025-08-14,1K–15K,buy,8000.0,2025-08-29
Michael McCaul,ABT,2025-07-31,2025-08-14,1K–15K,buy,8000.0,2025-08-30
Michael McCaul,SWK,2025-07-24,2025-08-14,100K–250K,buy,175000.0,2025-08-23
Michael McCaul,GPN,2025-07-24,2025-08-14,100K–250K,buy,175000.0,2025-08-23
Michael McCaul,SWK,2025-07-24,2025-08-14,50K–100K,buy,75000.0,2025-08-23
Jim Banks,SBUX,2025-08-04,2025-08-10,1K–15K,buy,8000.0,2025-09-03
Ro Khanna,IP,2025-07-31,2025-08-08,1K–15K,buy,8000.0,2025-08-30
Ro Khanna,BAC,2025-07-21,2025-08-08,1K–15K,buy,8000.0,2025-08-20
Ro Khanna,GIS,2025-07-24,2025-08-08,1K–15K,buy,8000.0,2025-08-23
Ro Khanna,CL,2025-07-24,2025-08-08,1K–15K,buy,8000.0,2025-08-23
Ro Khanna,TMO,2025-07-30,2025-08-08,1K–15K,buy,8000.0,2025-08-29
Ro Khanna,JPM,2025-07-17,2025-08-08,15K–50K,buy,32500.0,2025-08-16
Ro Khanna,ULTA,2025-07-10,2025-08-08,1K–15K,buy,8000.0,2025-08-09
Ro Khanna,TENB,2025-07-10,2025-08-08,1K–15K,buy,8000.0,2025-08-09
Ro Khanna,TMO,2025-07-30,2025-08-08,1K–15K,buy,8000.0,2025-08-29
Ro Khanna,MAA,2025-07-29,2025-08-08,1K–15K,buy,8000.0,2025-08-28
Ro Khanna,UDR,2025-07-25,2025-08-08,1K–15K,buy,8000.0,2025-08-24
Ro Khanna,CPB,2025-07-25,2025-08-08,1K–15K,buy,8000.0,2025-08-24
Ro Khanna,KHC,2025-07-25,2025-08-08,1K–15K,buy,8000.0,2025-08-24
Ro Khanna,ODFL,2025-07-25,2025-08-08,1K–15K,buy,8000.0,2025-08-24
Ro Khanna,KMX,2025-07-25,2025-08-08,1K–15K,buy,8000.0,2025-08-24
Ro Khanna,COO,2025-07-25,2025-08-08,1K–15K,buy,8000.0,2025-08-24
Ro Khanna,MRNA,2025-07-25,2025-08-08,1K–15K,buy,8000.0,2025-08-24
Ro Khanna,GPN,2025-07-25,2025-08-08,1K–15K,buy,8000.0,2025-08-24
Ro Khanna,IFF,2025-07-25,2025-08-08,1K–15K,buy,8000.0,2025-08-24
Ro Khanna,IT,2025-07-25,2025-08-08,1K–15K,buy,8000.0,2025-08-24
Ro Khanna,OTIS,2025-07-25,2025-08-08,1K–15K,buy,8000.0,2025-08-24
Ro Khanna,DDOG,2025-07-25,2025-08-08,1K–15K,buy,8000.0,2025-08-24
Ro Khanna,TGT,2025-07-25,2025-08-08,1K–15K,buy,8000.0,2025-08-24
Ro Khanna,CPRT,2025-07-25,2025-08-08,1K–15K,buy,8000.0,2025-08-24
Ro Khanna,TTD,2025-07-25,2025-08-08,1K–15K,buy,8000.0,2025-08-24
Ro Khanna,SHW,2025-07-25,2025-08-08,1K–15K,buy,8000.0,2025-08-24
Ro Khanna,LEN,2025-07-25,2025-08-08,1K–15K,buy,8000.0,2025-08-24
Ro Khanna,CTSH,2025-07-25,2025-08-08,1K–15K,buy,8000.0,2025-08-24
Ro Khanna,STZ,2025-07-25,2025-08-08,1K–15K,buy,8000.0,2025-08-24
Ro Khanna,CNC,2025-07-25,2025-08-08,1K–15K,buy,8000.0,2025-08-24
Ro Khanna,ERIE,2025-07-25,2025-08-08,1K–15K,buy,8000.0,2025-08-24
Ro Khanna,APO,2025-07-25,2025-08-08,1K–15K,buy,8000.0,2025-08-24
Ro Khanna,LOW,2025-07-25,2025-08-08,1K–15K,buy,8000.0,2025-08-24
Ro Khanna,CMCSA,2025-07-25,2025-08-08,1K–15K,buy,8000.0,2025-08-24
Ro Khanna,BX,2025-07-25,2025-08-08,1K–15K,buy,8000.0,2025-08-24
Ro Khanna,AFL,2025-07-25,2025-08-08,1K–15K,buy,8000.0,2025-08-24
Ro Khanna,SPGI,2025-07-25,2025-08-08,1K–15K,buy,8000.0,2025-08-24
Ro Khanna,HUM,2025-07-25,2025-08-08,1K–15K,buy,8000.0,2025-08-24
Ro Khanna,PG,2025-07-25,2025-08-08,15K–50K,buy,32500.0,2025-08-24
Ro Khanna,MMC,2025-07-25,2025-08-08,15K–50K,buy,32500.0,2025-08-24
Ro Khanna,ADBE,2025-07-25,2025-08-08,15K–50K,buy,32500.0,2025-08-24
Ro Khanna,AAPL,2025-07-25,2025-08-08,15K–50K,buy,32500.0,2025-08-24
Ro Khanna,JNJ,2025-07-25,2025-08-08,15K–50K,buy,32500.0,2025-08-24
Ro Khanna,TFC,2025-07-27,2025-08-08,1K–15K,buy,8000.0,2025-08-26
Ro Khanna,GPK,2025-07-29,2025-08-08,1K–15K,buy,8000.0,2025-08-28
Ro Khanna,GIS,2025-07-10,2025-08-08,1K–15K,buy,8000.0,2025-08-09
Ro Khanna,IP,2025-07-31,2025-08-08,1K–15K,buy,8000.0,2025-08-30
Ro Khanna,TXN,2025-07-23,2025-08-08,1K–15K,buy,8000.0,2025-08-22
Ro Khanna,GIS,2025-07-24,2025-08-08,1K–15K,buy,8000.0,2025-08-23
Ro Khanna,CL,2025-07-24,2025-08-08,1K–15K,buy,8000.0,2025-08-23
Ro Khanna,TMO,2025-07-30,2025-08-08,1K–15K,buy,8000.0,2025-08-29
Debbie Wasserman Schultz,ICHR,2025-08-05,2025-08-07,1K–15K,buy,8000.0,2025-09-04
Cleo Fields,AMD,2025-07-30,2025-08-07,15K–50K,buy,32500.0,2025-08-29
Cleo Fields,GOOGL,2025-07-30,2025-08-07,100K–250K,buy,175000.0,2025-08-29
Cleo Fields,GOOGL,2025-07-29,2025-08-07,50K–100K,buy,75000.0,2025-08-28
Cleo Fields,GOOGL,2025-07-29,2025-08-07,50K–100K,buy,75000.0,2025-08-28
Cleo Fields,GOOGL,2025-07-17,2025-08-07,100K–250K,buy,175000.0,2025-08-16
Cleo Fields,GOOGL,2025-07-14,2025-08-07,100K–250K,buy,175000.0,2025-08-13
Cleo Fields,AMZN,2025-07-16,2025-08-07,100K–250K,buy,175000.0,2025-08-15
Cleo Fields,AMZN,2025-07-14,2025-08-07,1K–15K,buy,8000.0,2025-08-13
Cleo Fields,AMZN,2025-07-29,2025-08-07,100K–250K,buy,175000.0,2025-08-28
Cleo Fields,AAPL,2025-07-29,2025-08-07,100K–250K,buy,175000.0,2025-08-28
Cleo Fields,AVGO,2025-07-18,2025-08-07,1K–15K,buy,8000.0,2025-08-17
Cleo Fields,AVGO,2025-07-29,2025-08-07,15K–50K,buy,32500.0,2025-08-28
Cleo Fields,MCD,2025-07-29,2025-08-07,15K–50K,buy,32500.0,2025-08-28
Cleo Fields,META,2025-07-29,2025-08-07,50K–100K,buy,75000.0,2025-08-28
Cleo Fields,META,2025-07-29,2025-08-07,50K–100K,buy,75000.0,2025-08-28
Cleo Fields,META,2025-07-29,2025-08-07,50K–100K,buy,75000.0,2025-08-28
Cleo Fields,META,2025-07-17,2025-08-07,50K–100K,buy,75000.0,2025-08-16
Cleo Fields,META,2025-07-16,2025-08-07,50K–100K,buy,75000.0,2025-08-15
Cleo Fields,MSFT,2025-07-16,2025-08-07,15K–50K,buy,32500.0,2025-08-15
Cleo Fields,MSFT,2025-07-16,2025-08-07,15K–50K,buy,32500.0,2025-08-15
Cleo Fields,MSFT,2025-07-16,2025-08-07,50K–100K,buy,75000.0,2025-08-15
Cleo Fields,MSFT,2025-07-29,2025-08-07,100K–250K,buy,175000.0,2025-08-28
Cleo Fields,MSFT,2025-07-29,2025-08-07,50K–100K,buy,75000.0,2025-08-28
Cleo Fields,MSFT,2025-07-28,2025-08-07,100K–250K,buy,175000.0,2025-08-27
Cleo Fields,NVDA,2025-07-29,2025-08-07,50K–100K,buy,75000.0,2025-08-28
Cleo Fields,NVDA,2025-07-29,2025-08-07,250K–500K,buy,375000.0,2025-08-28
Cleo Fields,NVDA,2025-07-16,2025-08-07,50K–100K,buy,75000.0,2025-08-15
Cleo Fields,NVDA,2025-07-17,2025-08-07,100K–250K,buy,175000.0,2025-08-16
Cleo Fields,NVDA,2025-07-17,2025-08-07,100K–250K,buy,175000.0,2025-08-16
Cleo Fields,NVDA,2025-07-17,2025-08-07,100K–250K,buy,175000.0,2025-08-16
Cleo Fields,NVDA,2025-07-17,2025-08-07,50K–100K,buy,75000.0,2025-08-16
Cleo Fields,NVDA,2025-07-17,2025-08-07,50K–100K,buy,75000.0,2025-08-16
Cleo Fields,NVDA,2025-07-16,2025-08-07,100K–250K,buy,175000.0,2025-08-15
Cleo Fields,NVDA,2025-07-16,2025-08-07,100K–250K,buy,175000.0,2025-08-15
Cleo Fields,NVDA,2025-07-16,2025-08-07,15K–50K,buy,32500.0,2025-08-15
Cleo Fields,NVDA,2025-07-16,2025-08-07,50K–100K,buy,75000.0,2025-08-15
Cleo Fields,NVDA,2025-07-14,2025-08-07,50K–100K,buy,75000.0,2025-08-13
Cleo Fields,NVDA,2025-07-14,2025-08-07,100K–250K,buy,175000.0,2025-08-13
Cleo Fields,NVDA,2025-07-14,2025-08-07,100K–250K,buy,175000.0,2025-08-13
Cleo Fields,NVDA,2025-07-14,2025-08-07,15K–50K,buy,32500.0,2025-08-13
Cleo Fields,NVDA,2025-07-10,2025-08-07,100K–250K,buy,175000.0,2025-08-09
Cleo Fields,NVDA,2025-07-10,2025-08-07,100K–250K,buy,175000.0,2025-08-09
Cleo Fields,OPEN,2025-07-21,2025-08-07,1K–15K,buy,8000.0,2025-08-20
Cleo Fields,PLTR,2025-07-18,2025-08-07,100K–250K,buy,175000.0,2025-08-17
Cleo Fields,PLTR,2025-07-28,2025-08-07,50K–100K,buy,75000.0,2025-08-27
Cleo Fields,HOOD,2025-07-21,2025-08-07,15K–50K,buy,32500.0,2025-08-20
Cleo Fields,HOOD,2025-07-17,2025-08-07,15K–50K,buy,32500.0,2025-08-16
Cleo Fields,SOUN,2025-07-16,2025-08-07,1K–15K,buy,8000.0,2025-08-15
Cleo Fields,UBER,2025-07-10,2025-08-07,15K–50K,buy,32500.0,2025-08-09
John Boozman,WMT,2025-07-31,2025-08-06,1K–15K,buy,8000.0,2025-08-30
John Boozman,GE,2025-07-31,2025-08-06,1K–15K,buy,8000.0,2025-08-30
John Boozman,BRK-B,2025-07-24,2025-08-06,1K–15K,buy,8000.0,2025-08-23
Tim Moore,CNC,2025-07-14,2025-08-06,15K–50K,buy,32500.0,2025-08-13
Tim Moore,CNC,2025-07-18,2025-08-06,15K–50K,buy,32500.0,2025-08-17
Tim Moore,CNC,2025-07-21,2025-08-06,15K–50K,buy,32500.0,2025-08-20
Tim Moore,CNC,2025-07-22,2025-08-06,1K–15K,buy,8000.0,2025-08-21
Tim Moore,CNC,2025-07-29,2025-08-06,15K–50K,buy,32500.0,2025-08-28
Tim Moore,CNC,2025-07-30,2025-08-06,15K–50K,buy,32500.0,2025-08-29
Tim Moore,HOG,2025-07-30,2025-08-06,15K–50K,buy,32500.0,2025-08-29
Tim Moore,INTC,2025-07-29,2025-08-06,15K–50K,buy,32500.0,2025-08-28
Tim Moore,DNUT,2025-07-29,2025-08-06,1K–15K,buy,8000.0,2025-08-28
Tim Moore,DNUT,2025-07-30,2025-08-06,15K–50K,buy,32500.0,2025-08-29
Tim Moore,UNH,2025-07-21,2025-08-06,1K–15K,buy,8000.0,2025-08-20
Tim Moore,UNH,2025-07-16,2025-08-06,15K–50K,buy,32500.0,2025-08-15
Tim Moore,V,2025-07-29,2025-08-06,15K–50K,buy,32500.0,2025-08-28
April McClain Delaney,BRO,2025-07-25,2025-08-06,1K–15K,buy,8000.0,2025-08-24
April McClain Delaney,CDW,2025-07-09,2025-08-06,1K–15K,buy,8000.0,2025-08-08
April McClain Delaney,MKL,2025-07-09,2025-08-06,1K–15K,buy,8000.0,2025-08-08
April McClain Delaney,MKL,2025-07-25,2025-08-06,1K–15K,buy,8000.0,2025-08-24
April McClain Delaney,PAYX,2025-07-23,2025-08-06,1K–15K,buy,8000.0,2025-08-22
April McClain Delaney,PTC,2025-07-11,2025-08-06,1K–15K,buy,8000.0,2025-08-10
Shelley Moore Capito,META,2025-07-29,2025-08-04,1K–15K,buy,8000.0,2025-08-28
Shelley Moore Capito,GOOGL,2025-07-29,2025-08-04,1K–15K,buy,8000.0,2025-08-28
Bob Latta,FMAO,2025-07-20,2025-07-28,1K–15K,buy,8000.0,2025-08-19
Marjorie Taylor Greene,PLTR,2025-07-15,2025-07-23,1K–15K,buy,8000.0,2025-08-14
Marjorie Taylor Greene,PEP,2025-07-15,2025-07-23,1K–15K,buy,8000.0,2025-08-14
Josh Gottheimer,AVGO,2025-06-25,2025-07-17,1K–15K,buy,8000.0,2025-07-25
Josh Gottheimer,CVNA,2025-06-20,2025-07-17,1K–15K,buy,8000.0,2025-07-20
Josh Gottheimer,NET,2025-06-20,2025-07-17,1K–15K,buy,8000.0,2025-07-20
Josh Gottheimer,NVDA,2025-06-24,2025-07-17,1K–15K,buy,8000.0,2025-07-24
Rick Allen,INTU,2025-06-20,2025-07-16,1K–15K,buy,8000.0,2025-07-20
John Fetterman,JPM,2025-06-17,2025-07-15,1K–15K,buy,8000.0,2025-07-17
Julie Johnson,MMM,2025-06-18,2025-07-15,1K–15K,buy,8000.0,2025-07-18
John McGuire,META,2025-06-30,2025-07-11,1K–15K,buy,8000.0,2025-07-30
John McGuire,NFLX,2025-06-16,2025-07-11,1K–15K,buy,8000.0,2025-07-16
Gil Cisneros,APP,2025-07-01,2025-07-11,1K–15K,buy,8000.0,2025-07-31
Gil Cisneros,SKY,2025-06-16,2025-07-11,1K–15K,buy,8000.0,2025-07-16
Gil Cisneros,CSGP,2025-06-27,2025-07-11,15K–50K,buy,32500.0,2025-07-27
Gil Cisneros,CSGP,2025-06-30,2025-07-11,1K–15K,buy,8000.0,2025-07-30
Gil Cisneros,CSGP,2025-06-25,2025-07-11,1K–15K,buy,8000.0,2025-07-25
Gil Cisneros,SBCF,2025-06-16,2025-07-11,1K–15K,buy,8000.0,2025-07-16
Gil Cisneros,VCYT,2025-06-16,2025-07-11,1K–15K,buy,8000.0,2025-07-16
Tim Moore,AAL,2025-06-16,2025-07-10,100K–250K,buy,175000.0,2025-07-16
Nancy Pelosi,AVGO,2025-06-20,2025-07-10,1M–5M,buy,3000000.0,2025-07-20
Ro Khanna,JPM,2025-06-26,2025-07-10,50K–100K,buy,75000.0,2025-07-26
Ro Khanna,GIS,2025-06-25,2025-07-10,1K–15K,buy,8000.0,2025-07-25
Ro Khanna,BK,2025-06-13,2025-07-10,1K–15K,buy,8000.0,2025-07-13
Ro Khanna,WFC,2025-06-18,2025-07-10,1K–15K,buy,8000.0,2025-07-18
Ro Khanna,MET,2025-06-13,2025-07-10,1K–15K,buy,8000.0,2025-07-13
Ro Khanna,TFC,2025-06-18,2025-07-10,1K–15K,buy,8000.0,2025-07-18
Ro Khanna,PNC,2025-06-18,2025-07-10,1K–15K,buy,8000.0,2025-07-18
Ro Khanna,USB,2025-06-13,2025-07-10,1K–15K,buy,8000.0,2025-07-13
Ro Khanna,BRK-B,2025-06-23,2025-07-10,15K–50K,buy,32500.0,2025-07-23
Ro Khanna,PEP,2025-06-23,2025-07-10,15K–50K,buy,32500.0,2025-07-23
Ro Khanna,UNH,2025-06-23,2025-07-10,15K–50K,buy,32500.0,2025-07-23
Ro Khanna,TJX,2025-06-23,2025-07-10,15K–50K,buy,32500.0,2025-07-23
Ro Khanna,MRK,2025-06-23,2025-07-10,15K–50K,buy,32500.0,2025-07-23
Ro Khanna,MCO,2025-06-23,2025-07-10,1K–15K,buy,8000.0,2025-07-23
Ro Khanna,VRTX,2025-06-23,2025-07-10,1K–15K,buy,8000.0,2025-07-23
Ro Khanna,NKE,2025-06-23,2025-07-10,1K–15K,buy,8000.0,2025-07-23
Ro Khanna,TMO,2025-06-23,2025-07-10,1K–15K,buy,8000.0,2025-07-23
Ro Khanna,ITW,2025-06-23,2025-07-10,1K–15K,buy,8000.0,2025-07-23
Ro Khanna,BLK,2025-06-23,2025-07-10,1K–15K,buy,8000.0,2025-07-23
Ro Khanna,COIN,2025-06-23,2025-07-10,1K–15K,buy,8000.0,2025-07-23
Ro Khanna,AXP,2025-06-23,2025-07-10,1K–15K,buy,8000.0,2025-07-23
Ro Khanna,CHTR,2025-06-23,2025-07-10,1K–15K,buy,8000.0,2025-07-23
Ro Khanna,NSC,2025-06-23,2025-07-10,1K–15K,buy,8000.0,2025-07-23
Ro Khanna,GOOGL,2025-06-23,2025-07-10,1K–15K,buy,8000.0,2025-07-23
Ro Khanna,NTRS,2025-06-23,2025-07-10,1K–15K,buy,8000.0,2025-07-23
Ro Khanna,CAT,2025-06-23,2025-07-10,1K–15K,buy,8000.0,2025-07-23
Ro Khanna,YUM,2025-06-23,2025-07-10,1K–15K,buy,8000.0,2025-07-23
Ro Khanna,ADI,2025-06-23,2025-07-10,1K–15K,buy,8000.0,2025-07-23
Ro Khanna,TMUS,2025-06-23,2025-07-10,1K–15K,buy,8000.0,2025-07-23
Ro Khanna,HD,2025-06-23,2025-07-10,1K–15K,buy,8000.0,2025-07-23
Ro Khanna,MET,2025-06-23,2025-07-10,1K–15K,buy,8000.0,2025-07-23
Ro Khanna,PRU,2025-06-23,2025-07-10,1K–15K,buy,8000.0,2025-07-23
Ro Khanna,MCHP,2025-06-23,2025-07-10,1K–15K,buy,8000.0,2025-07-23
Ro Khanna,EL,2025-06-23,2025-07-10,1K–15K,buy,8000.0,2025-07-23
Ro Khanna,HPQ,2025-06-23,2025-07-10,1K–15K,buy,8000.0,2025-07-23
Ro Khanna,SYY,2025-06-23,2025-07-10,1K–15K,buy,8000.0,2025-07-23
Ro Khanna,CDNS,2025-06-23,2025-07-10,1K–15K,buy,8000.0,2025-07-23
Ro Khanna,TROW,2025-06-23,2025-07-10,1K–15K,buy,8000.0,2025-07-23
Ro Khanna,AMAT,2025-06-23,2025-07-10,1K–15K,buy,8000.0,2025-07-23
Ro Khanna,VLTO,2025-06-23,2025-07-10,1K–15K,buy,8000.0,2025-07-23
Ro Khanna,MAR,2025-06-23,2025-07-10,1K–15K,buy,8000.0,2025-07-23
Ro Khanna,INTU,2025-06-23,2025-07-10,1K–15K,buy,8000.0,2025-07-23
Ro Khanna,WDAY,2025-06-23,2025-07-10,1K–15K,buy,8000.0,2025-07-23
Ro Khanna,EPAM,2025-06-23,2025-07-10,1K–15K,buy,8000.0,2025-07-23
Ro Khanna,HWM,2025-06-23,2025-07-10,1K–15K,buy,8000.0,2025-07-23
Ro Khanna,GPN,2025-06-23,2025-07-10,1K–15K,buy,8000.0,2025-07-23
Ro Khanna,MHK,2025-06-23,2025-07-10,1K–15K,buy,8000.0,2025-07-23
Ro Khanna,NDAQ,2025-06-23,2025-07-10,1K–15K,buy,8000.0,2025-07-23
Ro Khanna,BMY,2025-06-23,2025-07-10,1K–15K,buy,8000.0,2025-07-23
Ro Khanna,DIS,2025-06-23,2025-07-10,1K–15K,buy,8000.0,2025-07-23
Ro Khanna,POOL,2025-06-23,2025-07-10,1K–15K,buy,8000.0,2025-07-23
Ro Khanna,WFC,2025-06-23,2025-07-10,1K–15K,buy,8000.0,2025-07-23
Ro Khanna,JPM,2025-06-26,2025-07-10,50K–100K,buy,75000.0,2025-07-26
Ro Khanna,ZBH,2025-06-16,2025-07-10,1K–15K,buy,8000.0,2025-07-16
Ro Khanna,GPK,2025-06-23,2025-07-10,1K–15K,buy,8000.0,2025-07-23
Ro Khanna,ZBH,2025-06-16,2025-07-10,1K–15K,buy,8000.0,2025-07-16
Ro Khanna,GPK,2025-06-23,2025-07-10,1K–15K,buy,8000.0,2025-07-23
Ro Khanna,GPK,2025-06-18,2025-07-10,1K–15K,buy,8000.0,2025-07-18
Ro Khanna,TENB,2025-06-16,2025-07-10,1K–15K,buy,8000.0,2025-07-16
Ro Khanna,GPK,2025-06-16,2025-07-10,1K–15K,buy,8000.0,2025-07-16
Ro Khanna,GIS,2025-06-25,2025-07-10,1K–15K,buy,8000.0,2025-07-25
Ro Khanna,MIR,2025-06-27,2025-07-10,50K–100K,buy,75000.0,2025-07-27
Ro Khanna,VRT,2025-06-27,2025-07-10,15K–50K,buy,32500.0,2025-07-27
Ro Khanna,CAT,2025-06-27,2025-07-10,15K–50K,buy,32500.0,2025-07-27
Ro Khanna,PPL,2025-06-27,2025-07-10,1K–15K,buy,8000.0,2025-07-27
Ro Khanna,AEE,2025-06-27,2025-07-10,1K–15K,buy,8000.0,2025-07-27
Ro Khanna,CEG,2025-06-27,2025-07-10,1K–15K,buy,8000.0,2025-07-27
Ro Khanna,NVDA,2025-06-20,2025-07-10,1K–15K,buy,8000.0,2025-07-20
Ro Khanna,CDNS,2025-06-20,2025-07-10,1K–15K,buy,8000.0,2025-07-20
Ro Khanna,AVGO,2025-06-20,2025-07-10,1K–15K,buy,8000.0,2025-07-20
Ro Khanna,CI,2025-06-20,2025-07-10,1K–15K,buy,8000.0,2025-07-20
Ro Khanna,CNC,2025-06-20,2025-07-10,1K–15K,buy,8000.0,2025-07-20
Ro Khanna,LOW,2025-06-20,2025-07-10,1K–15K,buy,8000.0,2025-07-20
Ro Khanna,MRK,2025-06-20,2025-07-10,1K–15K,buy,8000.0,2025-07-20
Ro Khanna,NVR,2025-06-20,2025-07-10,1K–15K,buy,8000.0,2025-07-20
Ro Khanna,PEP,2025-06-20,2025-07-10,1K–15K,buy,8000.0,2025-07-20
Ro Khanna,PFE,2025-06-20,2025-07-10,1K–15K,buy,8000.0,2025-07-20
Ro Khanna,TMO,2025-06-20,2025-07-10,1K–15K,buy,8000.0,2025-07-20
Ro Khanna,CI,2025-06-20,2025-07-10,1K–15K,buy,8000.0,2025-07-20
Ro Khanna,CNC,2025-06-20,2025-07-10,1K–15K,buy,8000.0,2025-07-20
Ro Khanna,LOW,2025-06-20,2025-07-10,1K–15K,buy,8000.0,2025-07-20
Ro Khanna,MRK,2025-06-20,2025-07-10,1K–15K,buy,8000.0,2025-07-20
Ro Khanna,NVR,2025-06-20,2025-07-10,1K–15K,buy,8000.0,2025-07-20
Ro Khanna,PEP,2025-06-20,2025-07-10,1K–15K,buy,8000.0,2025-07-20
Ro Khanna,PFE,2025-06-20,2025-07-10,1K–15K,buy,8000.0,2025-07-20
Ro Khanna,TMO,2025-06-20,2025-07-10,1K–15K,buy,8000.0,2025-07-20
Ro Khanna,CVX,2025-06-20,2025-07-10,1K–15K,buy,8000.0,2025-07-20
Ro Khanna,MRK,2025-06-20,2025-07-10,1K–15K,buy,8000.0,2025-07-20
Ro Khanna,PEP,2025-06-20,2025-07-10,1K–15K,buy,8000.0,2025-07-20
