politician_name,ticker,est_trade_size,report_date,open_price,close_date,close_price
Virginia Foxx,SJT,8000.0,2022-09-09,9.400988578796388,2022-09-22,8.613512992858887
Ro Khanna,HCA,8000.0,2022-09-09,214.0422821044922,2022-09-22,189.57107543945312
Ro Khanna,SNAP,8000.0,2022-09-09,12.649999618530272,2022-09-22,10.460000038146973
Ro Khanna,LUV,8000.0,2022-09-09,36.05605316162109,2022-09-22,31.009899139404297
Ro Khanna,EPAM,8000.0,2022-09-09,432.4400024414063,2022-09-22,367.05999755859375
Ro Khanna,BAX,8000.0,2022-09-09,55.32875061035156,2022-09-22,51.46232986450195
Ro Khanna,TSLA,8000.0,2022-09-09,299.67999267578125,2022-09-22,288.5899963378906
Ro Khanna,EMR,8000.0,2022-09-09,79.72322845458984,2022-09-22,71.08364868164062
Ro Khanna,V,8000.0,2022-09-09,200.56320190429688,2022-09-22,181.591796875
Ro Khanna,ADBE,8000.0,2022-09-09,394.7799987792969,2022-09-22,287.0599975585937
Ro Khanna,ILMN,8000.0,2022-09-09,204.62062072753903,2022-09-22,188.2198486328125
Ro Khanna,OKTA,8000.0,2022-09-09,64.69999694824219,2022-09-22,55.2599983215332
Ro Khanna,CDNS,8000.0,2022-09-09,174.67999267578125,2022-09-22,162.32000732421875
Ro Khanna,KEYS,8000.0,2022-09-09,172.36000061035156,2022-09-22,158.7100067138672
Ro Khanna,KR,8000.0,2022-09-09,48.56743240356445,2022-09-22,42.545597076416016
Ro Khanna,TTWO,8000.0,2022-09-09,127.77999877929688,2022-09-22,114.73999786376952
Ro Khanna,AAPL,8000.0,2022-09-09,154.9244384765625,2022-09-22,150.3664093017578
Ro Khanna,CBRE,8000.0,2022-09-09,81.16999816894531,2022-09-22,72.19999694824219
Ro Khanna,MOS,8000.0,2022-09-09,52.25323867797852,2022-09-22,48.79693984985352
Ro Khanna,NET,8000.0,2022-09-09,65.83000183105469,2022-09-22,56.91999816894531
Ro Khanna,AMZN,8000.0,2022-09-09,133.27000427246094,2022-09-22,117.30999755859376
Ro Khanna,PINS,8000.0,2022-09-09,25.549999237060547,2022-09-22,23.209999084472656
Ro Khanna,ETSY,8000.0,2022-09-09,110.41999816894533,2022-09-22,97.48999786376952
Virginia Foxx,SJT,8000.0,2022-09-09,9.400988578796388,2022-09-23,7.988404750823975
Virginia Foxx,SJT,8000.0,2022-09-09,9.400988578796388,2022-09-24,7.761091709136963
Virginia Foxx,SJT,8000.0,2022-09-09,9.400988578796388,2022-09-25,7.761091709136963
Virginia Foxx,SJT,8000.0,2022-09-09,9.400988578796388,2022-09-28,7.996523857116699
Ro Khanna,MU,8000.0,2022-09-09,56.42721176147461,2022-09-29,49.128231048583984
Virginia Foxx,AA,8000.0,2022-09-09,50.752079010009766,2022-09-29,34.17229461669922
Virginia Foxx,IMKTA,75000.0,2022-09-09,89.09371948242188,2022-09-29,77.5430908203125
Virginia Foxx,USDP,8000.0,2022-09-09,4.5042338371276855,2022-09-29,3.737756967544556
Ro Khanna,CRI,8000.0,2022-09-09,67.40606689453125,2022-09-30,57.54454040527344
Virginia Foxx,AA,8000.0,2022-09-09,50.752079010009766,2022-09-30,32.46512222290039
Virginia Foxx,SJT,8000.0,2022-09-09,9.400988578796388,2022-09-30,7.72849178314209
Zoe Lofgren,DIS,8000.0,2022-09-14,110.65530395507812,2022-09-24,96.5110855102539
Kevin Hern,PTC,32500.0,2022-09-15,114.98999786376952,2022-09-24,105.16999816894533
Michael McCaul,HSIC,32500.0,2022-09-21,69.06999969482422,2022-09-22,68.0
Michael McCaul,HSIC,32500.0,2022-09-21,69.06999969482422,2022-09-22,68.0
Michael McCaul,RHI,8000.0,2022-09-21,68.86869049072266,2022-09-22,67.26859283447266
Michael McCaul,IPG,8000.0,2022-09-21,23.73322296142578,2022-09-22,23.45631980895996
Michael McCaul,RHI,8000.0,2022-09-21,68.86869049072266,2022-09-22,67.26859283447266
Michael McCaul,IPG,8000.0,2022-09-21,23.73322296142578,2022-09-22,23.45631980895996
Michael McCaul,PRI,32500.0,2022-09-21,126.27371978759766,2022-09-24,117.8009033203125
Michael McCaul,NSIT,8000.0,2022-09-21,85.43000030517578,2022-09-24,82.12999725341797
Michael McCaul,PRI,32500.0,2022-09-21,126.27371978759766,2022-09-24,117.8009033203125
Michael McCaul,IBM,75000.0,2022-09-21,111.26416778564452,2022-09-24,108.66358184814452
Michael McCaul,NSIT,8000.0,2022-09-21,85.43000030517578,2022-09-24,82.12999725341797
Michael McCaul,IBM,32500.0,2022-09-21,111.26416778564452,2022-09-24,108.66358184814452
Michael McCaul,NTRS,8000.0,2022-09-21,82.96776580810547,2022-09-30,77.85393524169922
Michael McCaul,KMX,32500.0,2022-09-21,81.05999755859375,2022-09-30,66.0199966430664
Michael McCaul,KMX,32500.0,2022-09-21,81.05999755859375,2022-09-30,66.0199966430664
Michael McCaul,NTRS,8000.0,2022-09-21,82.96776580810547,2022-09-30,77.85393524169922
Lois Frankel,KLAC,8000.0,2022-09-21,312.95123291015625,2022-10-07,304.5182800292969
Lois Frankel,LOW,8000.0,2022-09-21,177.40928649902344,2022-10-07,185.74478149414065
Lois Frankel,TGT,8000.0,2022-09-21,144.18817138671875,2022-10-07,138.12255859375
Lois Frankel,ADI,8000.0,2022-09-21,141.34011840820312,2022-10-12,131.9612274169922
Lois Frankel,KLAC,8000.0,2022-09-21,312.95123291015625,2022-10-14,255.60694885253903
Mitch McConnell,WFC,8000.0,2022-09-26,36.949462890625,2022-10-06,39.008888244628906
Ed Perlmutter,CHPT,8000.0,2022-09-27,304.3999938964844,2022-10-02,301.0
Diana Harshbarger,NOW,8000.0,2022-09-29,385.5,2022-10-07,401.2099914550781
Diana Harshbarger,NOW,8000.0,2022-09-29,385.5,2022-10-07,401.2099914550781
Diana Harshbarger,NOW,8000.0,2022-09-29,385.5,2022-10-07,401.2099914550781
Diana Harshbarger,NOW,8000.0,2022-09-29,385.5,2022-10-07,401.2099914550781
Alan Lowenthal,CRM,8000.0,2022-10-03,146.61526489257812,2022-10-22,159.2545166015625
Alan Lowenthal,SCI,8000.0,2022-10-03,56.7540168762207,2022-10-22,55.9603157043457
Alan Lowenthal,SCI,8000.0,2022-10-03,56.7540168762207,2022-10-23,55.9603157043457
Alan Lowenthal,SCI,8000.0,2022-10-03,56.7540168762207,2022-10-26,58.46572494506836
Richard Blumenthal,APG,32500.0,2022-10-06,9.619999885559082,2022-10-09,9.373332977294922
Richard Blumenthal,APG,8000.0,2022-10-06,9.619999885559082,2022-10-12,9.133333206176758
Richard Blumenthal,APG,32500.0,2022-10-06,9.619999885559082,2022-10-16,9.813332557678224
Richard Blumenthal,APG,32500.0,2022-10-06,9.619999885559082,2022-10-19,9.93333339691162
Richard Blumenthal,APG,8000.0,2022-10-06,9.619999885559082,2022-10-20,9.793333053588867
Richard Blumenthal,APG,175000.0,2022-10-06,9.619999885559082,2022-10-21,10.07333278656006
Earl Blumenauer,AMGN,8000.0,2022-10-06,211.5809631347656,2022-10-26,244.30667114257807
Earl Blumenauer,CNC,8000.0,2022-10-06,80.23999786376953,2022-10-26,84.80000305175781
Earl Blumenauer,EMR,8000.0,2022-10-06,74.79171752929688,2022-10-26,80.18438720703125
Earl Blumenauer,NEM,8000.0,2022-10-06,41.16476440429688,2022-10-28,39.30322265625
Earl Blumenauer,ALK,8000.0,2022-10-06,42.459999084472656,2022-10-30,44.459999084472656
Kurt Schrader,CPRT,8000.0,2022-10-07,27.420000076293945,2022-10-16,27.729999542236328
Alan Lowenthal,SCI,8000.0,2022-10-10,57.95890808105469,2022-10-23,55.9603157043457
Kevin Hern,ROK,8000.0,2022-10-11,214.28298950195312,2022-10-12,213.723388671875
Kevin Hern,HD,8000.0,2022-10-11,263.7126159667969,2022-10-15,262.193115234375
Kevin Hern,NEE,8000.0,2022-10-11,70.33357238769531,2022-10-15,68.13188934326172
Kevin Hern,UNH,8000.0,2022-10-11,477.8673706054688,2022-10-20,498.012451171875
Pete Sessions,MCD,8000.0,2022-10-11,222.49630737304688,2022-10-21,238.921875
Kevin Hern,WMB,8000.0,2022-10-11,26.15170669555664,2022-10-26,28.26142692565918
Pete Sessions,VZ,8000.0,2022-10-11,29.87213706970215,2022-10-27,30.07162475585937
Kevin Hern,DVN,8000.0,2022-10-11,60.22264862060547,2022-10-30,67.9338150024414
Kevin Hern,DVN,32500.0,2022-10-11,60.22264862060547,2022-10-30,67.9338150024414
Scott Franklin,WMT,32500.0,2022-10-12,42.08016586303711,2022-10-13,42.43627166748047
Scott Franklin,WMT,8000.0,2022-10-12,42.08016586303711,2022-10-13,42.43627166748047
Scott Franklin,MSFT,32500.0,2022-10-12,220.632568359375,2022-10-13,228.9301300048828
Scott Franklin,CSCO,8000.0,2022-10-12,36.19046401977539,2022-10-13,37.42537689208984
Scott Franklin,CSCO,32500.0,2022-10-12,36.19046401977539,2022-10-13,37.42537689208984
Ro Khanna,MHK,32500.0,2022-10-12,96.29000091552734,2022-10-13,96.68000030517578
Ro Khanna,MU,32500.0,2022-10-12,51.92925643920898,2022-10-14,51.89972305297852
Ro Khanna,FIS,8000.0,2022-10-12,68.66346740722656,2022-10-15,71.6880874633789
Ro Khanna,GM,8000.0,2022-10-12,31.28137588500977,2022-10-15,32.61228942871094
Ro Khanna,HUM,8000.0,2022-10-12,480.8707275390625,2022-10-15,485.3468017578125
Ro Khanna,HCA,8000.0,2022-10-12,195.8523712158203,2022-10-15,201.5377349853516
Ro Khanna,AMZN,8000.0,2022-10-12,112.9000015258789,2022-10-15,113.79000091552734
Ro Khanna,PFE,8000.0,2022-10-12,35.64973449707031,2022-10-15,37.02381896972656
Ro Khanna,MSFT,8000.0,2022-10-12,220.632568359375,2022-10-15,232.1455535888672
Ro Khanna,GOOGL,8000.0,2022-10-12,96.97838592529295,2022-10-15,99.37403106689452
Ro Khanna,TXN,8000.0,2022-10-12,138.50674438476562,2022-10-15,137.9949493408203
Ro Khanna,AMZN,8000.0,2022-10-12,112.9000015258789,2022-10-15,113.79000091552734
Ro Khanna,PEP,8000.0,2022-10-12,155.4689483642578,2022-10-15,158.53445434570312
Ro Khanna,CAT,8000.0,2022-10-12,169.90008544921875,2022-10-15,171.13055419921875
Ro Khanna,GOOGL,8000.0,2022-10-12,96.97838592529295,2022-10-15,99.37403106689452
Ro Khanna,VRTX,8000.0,2022-10-12,290.1300048828125,2022-10-16,297.0199890136719
Ro Khanna,GOOGL,8000.0,2022-10-12,96.97838592529295,2022-10-19,99.03604888916016
Tommy Tuberville,MSFT,375000.0,2022-10-12,220.632568359375,2022-10-19,231.1193389892578
Tommy Tuberville,X,175000.0,2022-10-12,18.991714477539062,2022-10-19,19.198043823242188
Ro Khanna,DIS,8000.0,2022-10-12,91.87832641601562,2022-10-21,100.36681365966795
Ro Khanna,GOOGL,8000.0,2022-10-12,96.97838592529295,2022-10-21,100.527099609375
Ro Khanna,DIS,32500.0,2022-10-12,91.87832641601562,2022-10-21,100.36681365966795
Ro Khanna,UNH,8000.0,2022-10-12,478.0108642578125,2022-10-22,517.8226928710938
Ro Khanna,CRI,8000.0,2022-10-12,62.29528427124024,2022-10-22,63.893497467041016
Ro Khanna,CRI,8000.0,2022-10-12,62.29528427124024,2022-10-23,63.893497467041016
Ro Khanna,ST,8000.0,2022-10-12,36.47905349731445,2022-10-23,39.96468734741211
Ro Khanna,HCA,8000.0,2022-10-12,195.8523712158203,2022-10-26,212.44932556152344
Ro Khanna,ST,8000.0,2022-10-12,36.47905349731445,2022-10-26,37.50650405883789
Ro Khanna,ST,8000.0,2022-10-12,36.47905349731445,2022-10-26,37.50650405883789
Ro Khanna,ST,32500.0,2022-10-12,36.47905349731445,2022-10-26,37.50650405883789
Ro Khanna,CTSH,8000.0,2022-10-12,54.00541305541992,2022-10-28,59.97217559814453
Ro Khanna,ST,8000.0,2022-10-12,36.47905349731445,2022-10-28,38.706787109375
Ro Khanna,NFLX,8000.0,2022-10-12,220.8699951171875,2022-10-29,291.8800048828125
Ro Khanna,RSG,8000.0,2022-10-12,124.17996215820312,2022-10-29,128.21131896972656
Ro Khanna,CSX,8000.0,2022-10-12,25.626523971557617,2022-10-29,27.943967819213867
Ro Khanna,UDR,8000.0,2022-10-12,33.978050231933594,2022-10-29,35.40270233154297
Ro Khanna,LUMN,8000.0,2022-10-12,6.630000114440918,2022-10-29,7.360000133514404
Ro Khanna,LBRDA,8000.0,2022-10-12,69.7563247680664,2022-10-29,79.96250915527344
Ro Khanna,ICE,8000.0,2022-10-12,87.34474182128906,2022-10-29,92.12601470947266
Ro Khanna,AFL,8000.0,2022-10-12,53.69871520996094,2022-10-29,60.90095138549805
Ro Khanna,TSN,8000.0,2022-10-12,58.052284240722656,2022-10-29,62.21187210083008
Ro Khanna,WBD,8000.0,2022-10-12,11.65999984741211,2022-10-29,13.0
Ro Khanna,AMAT,8000.0,2022-10-12,74.1646957397461,2022-10-29,86.14659118652344
Ro Khanna,HD,8000.0,2022-10-12,261.5032958984375,2022-10-29,276.0550842285156
Ro Khanna,PPG,8000.0,2022-10-12,102.94320678710938,2022-10-29,107.1570281982422
Ro Khanna,INVH,8000.0,2022-10-12,29.225160598754883,2022-10-29,28.76227569580078
Ro Khanna,BLK,8000.0,2022-10-12,495.3829650878906,2022-10-29,602.4720458984375
Ro Khanna,FOXA,8000.0,2022-10-12,29.42932891845703,2022-10-29,27.865684509277344
Ro Khanna,INTC,8000.0,2022-10-12,24.099666595458984,2022-10-29,27.049091339111328
Ro Khanna,PH,8000.0,2022-10-12,244.12710571289065,2022-10-29,280.23944091796875
Ro Khanna,GOOGL,8000.0,2022-10-12,96.97838592529295,2022-10-29,93.94657135009766
Ro Khanna,AMZN,8000.0,2022-10-12,112.9000015258789,2022-10-29,102.44000244140624
Ro Khanna,CSGP,8000.0,2022-10-12,71.44999694824219,2022-10-29,82.72000122070312
Ro Khanna,ROP,8000.0,2022-10-12,360.1424560546875,2022-10-29,407.9613037109375
Ro Khanna,ANSS,8000.0,2022-10-12,201.9499969482422,2022-10-29,221.16000366210935
Ro Khanna,MLM,8000.0,2022-10-12,306.2177124023437,2022-10-29,330.3038024902344
Ro Khanna,VTRS,8000.0,2022-10-12,8.28188419342041,2022-10-29,8.93455696105957
Ro Khanna,TMO,8000.0,2022-10-12,496.7819213867188,2022-10-29,509.9786071777344
Ro Khanna,CI,8000.0,2022-10-12,274.970458984375,2022-10-29,308.0591735839844
Ro Khanna,ABBV,8000.0,2022-10-12,125.0463409423828,2022-10-29,132.1121826171875
Ro Khanna,BALL,8000.0,2022-10-12,47.096317291259766,2022-10-29,47.52936553955078
Ro Khanna,CCL,8000.0,2022-10-12,7.309999942779541,2022-10-29,9.0600004196167
Ro Khanna,KHC,8000.0,2022-10-12,31.013561248779297,2022-10-29,33.79863357543945
Ro Khanna,GILD,8000.0,2022-10-12,59.15071487426758,2022-10-29,70.97361755371094
Ro Khanna,CAG,8000.0,2022-10-12,29.09147834777832,2022-10-29,31.7944393157959
Ro Khanna,MAR,8000.0,2022-10-12,137.99440002441406,2022-10-29,155.7361602783203
Ro Khanna,CLX,8000.0,2022-10-12,116.75340270996094,2022-10-29,133.18722534179688
Ro Khanna,MTB,8000.0,2022-10-12,162.8611602783203,2022-10-29,153.3437957763672
Ro Khanna,TRU,8000.0,2022-10-12,55.74257278442383,2022-10-29,58.36180877685547
Ro Khanna,TROW,8000.0,2022-10-12,86.40005493164062,2022-10-29,93.52738189697266
Ro Khanna,NTRS,8000.0,2022-10-12,76.19784545898438,2022-10-29,76.75291442871094
Ro Khanna,STT,8000.0,2022-10-12,54.72175216674805,2022-10-29,67.31067657470703
Ro Khanna,MO,8000.0,2022-10-12,35.72623443603516,2022-10-29,36.939727783203125
Ro Khanna,NSC,8000.0,2022-10-12,197.1286163330078,2022-10-29,212.75372314453125
Ro Khanna,CVS,8000.0,2022-10-12,78.49250793457031,2022-10-29,85.13333129882812
Ro Khanna,SCHW,8000.0,2022-10-12,68.82395935058594,2022-10-29,76.27214813232422
Ro Khanna,WBA,8000.0,2022-10-12,27.22311019897461,2022-10-29,31.10969352722168
Ro Khanna,ISRG,8000.0,2022-10-12,186.33999633789065,2022-10-29,246.47000122070312
Ro Khanna,COF,8000.0,2022-10-12,88.56832885742188,2022-10-29,100.43871307373048
Ro Khanna,KO,8000.0,2022-10-12,50.76588821411133,2022-10-29,55.10225677490234
Ro Khanna,TMUS,8000.0,2022-10-12,129.52532958984375,2022-10-29,147.6670379638672
Ro Khanna,UNP,32500.0,2022-10-12,180.12545776367188,2022-10-29,184.83204650878903
Ro Khanna,AME,8000.0,2022-10-12,111.95201873779295,2022-10-29,127.34185791015624
Ro Khanna,ANET,8000.0,2022-10-12,25.912500381469727,2022-10-29,30.21500015258789
Ro Khanna,CHD,8000.0,2022-10-12,69.36299896240234,2022-10-29,71.53421020507812
Ro Khanna,AIG,8000.0,2022-10-12,46.07218170166016,2022-10-29,53.637962341308594
Ro Khanna,EQR,8000.0,2022-10-12,55.356075286865234,2022-10-29,56.27585220336914
Ro Khanna,WFC,8000.0,2022-10-12,37.41121673583984,2022-10-29,42.47202301025391
Ro Khanna,ECL,8000.0,2022-10-12,136.28343200683594,2022-10-29,152.32363891601562
Ro Khanna,BDX,8000.0,2022-10-12,210.84971618652344,2022-10-29,225.34629821777344
Ro Khanna,PEP,8000.0,2022-10-12,155.4689483642578,2022-10-29,166.65713500976562
Ro Khanna,FI,8000.0,2022-10-12,93.6999969482422,2022-10-29,102.73999786376952
Ro Khanna,MMM,8000.0,2022-10-12,81.26255798339844,2022-10-29,93.8230209350586
Ro Khanna,TRV,8000.0,2022-10-12,150.81504821777344,2022-10-29,174.78854370117188
Ro Khanna,TMUS,8000.0,2022-10-12,129.52532958984375,2022-10-29,147.6670379638672
Ro Khanna,TXN,8000.0,2022-10-12,138.50674438476562,2022-10-29,147.97579956054688
Ro Khanna,WMT,8000.0,2022-10-12,42.08016586303711,2022-10-29,45.66036605834961
Ro Khanna,MSFT,8000.0,2022-10-12,220.632568359375,2022-10-29,226.8679962158203
Ro Khanna,ZTS,8000.0,2022-10-12,141.43824768066406,2022-10-29,146.51974487304688
Ro Khanna,JNJ,8000.0,2022-10-12,149.58152770996094,2022-10-29,159.95266723632812
Ro Khanna,BAC,32500.0,2022-10-12,27.73606300354004,2022-10-29,33.47648239135742
Ro Khanna,MA,32500.0,2022-10-12,278.80938720703125,2022-10-29,322.88677978515625
Ro Khanna,TSLA,32500.0,2022-10-12,217.2400054931641,2022-10-29,227.5399932861328
Ro Khanna,MET,8000.0,2022-10-12,57.05091094970703,2022-10-29,66.7417221069336
Ro Khanna,PAYX,8000.0,2022-10-12,98.8905258178711,2022-10-29,108.33090209960938
Ro Khanna,GPN,8000.0,2022-10-12,104.38783264160156,2022-10-29,111.28339385986328
Ro Khanna,NFLX,8000.0,2022-10-12,220.8699951171875,2022-10-29,291.8800048828125
Ro Khanna,AVGO,8000.0,2022-10-12,40.974891662597656,2022-10-29,44.73864364624024
Ro Khanna,CTVA,8000.0,2022-10-12,58.953651428222656,2022-10-29,63.3662109375
Ro Khanna,MAA,8000.0,2022-10-12,128.90380859375,2022-10-29,141.0711212158203
Ro Khanna,WDAY,8000.0,2022-10-12,143.92999267578125,2022-10-29,155.82000732421875
Ro Khanna,BRK-B,8000.0,2022-10-12,264.0,2022-10-29,295.0899963378906
Ro Khanna,LUMN,8000.0,2022-10-12,6.630000114440918,2022-10-29,7.360000133514404
Ro Khanna,WFC,8000.0,2022-10-12,37.41121673583984,2022-10-29,42.47202301025391
Ro Khanna,MCO,8000.0,2022-10-12,233.5165100097656,2022-10-29,258.19879150390625
Ro Khanna,AVGO,8000.0,2022-10-12,40.974891662597656,2022-10-29,44.73864364624024
Ro Khanna,IDXX,8000.0,2022-10-12,328.1199951171875,2022-10-29,359.67999267578125
Ro Khanna,FOXA,8000.0,2022-10-12,29.42932891845703,2022-10-29,27.865684509277344
Ro Khanna,IFF,8000.0,2022-10-12,78.54246520996094,2022-10-29,90.33263397216795
Ro Khanna,TGT,8000.0,2022-10-12,139.77268981933594,2022-10-29,148.9210205078125
Ro Khanna,AVY,8000.0,2022-10-12,155.8856658935547,2022-10-29,161.69346618652344
Ro Khanna,LNC,8000.0,2022-10-12,38.33872985839844,2022-10-29,45.27198028564453
Ro Khanna,ALGN,8000.0,2022-10-12,208.0500030517578,2022-10-29,194.3000030517578
Ro Khanna,KLAC,8000.0,2022-10-12,266.3760070800781,2022-10-29,306.7380065917969
Ro Khanna,SIRI,8000.0,2022-10-12,54.22902297973633,2022-10-29,54.95693206787109
Ro Khanna,WM,8000.0,2022-10-12,147.86363220214844,2022-10-29,151.71469116210938
Ro Khanna,SNAP,8000.0,2022-10-12,10.510000228881836,2022-10-29,9.90999984741211
Ro Khanna,DXCM,8000.0,2022-10-12,98.31999969482422,2022-10-29,120.77999877929688
Ro Khanna,BALL,8000.0,2022-10-12,47.096317291259766,2022-10-29,47.52936553955078
Ro Khanna,ADP,8000.0,2022-10-12,211.2017517089844,2022-10-29,227.77859497070312
Ro Khanna,PFE,8000.0,2022-10-12,35.64973449707031,2022-10-29,39.48357772827149
Ro Khanna,IPG,8000.0,2022-10-12,23.661767959594727,2022-10-29,26.609432220458984
Ro Khanna,HBAN,8000.0,2022-10-12,11.43296241760254,2022-10-29,13.319446563720703
Ro Khanna,DE,8000.0,2022-10-12,347.814453125,2022-10-29,381.1410217285156
Ro Khanna,PINS,8000.0,2022-10-12,23.06999969482422,2022-10-29,24.600000381469727
Ro Khanna,OMC,8000.0,2022-10-12,60.05009841918945,2022-10-29,66.50396728515625
Ro Khanna,SUI,8000.0,2022-10-12,110.0224151611328,2022-10-29,120.40677642822266
Ro Khanna,HIG,8000.0,2022-10-12,60.23078536987305,2022-10-29,68.49868774414062
Ro Khanna,FOXA,8000.0,2022-10-12,29.42932891845703,2022-10-29,27.865684509277344
Ro Khanna,FI,8000.0,2022-10-12,93.6999969482422,2022-10-29,102.73999786376952
Ro Khanna,SWKS,8000.0,2022-10-12,73.21247863769531,2022-10-29,79.3273696899414
Ro Khanna,AIG,8000.0,2022-10-12,46.07218170166016,2022-10-29,53.637962341308594
Ro Khanna,EMR,32500.0,2022-10-12,72.93768310546875,2022-10-29,81.5019760131836
Ro Khanna,TFC,32500.0,2022-10-12,35.728492736816406,2022-10-29,38.03849792480469
Ro Khanna,DHR,32500.0,2022-10-12,220.26275634765625,2022-10-29,220.2540435791016
Ro Khanna,MTCH,32500.0,2022-10-12,45.93683242797852,2022-10-29,42.43950653076172
Ro Khanna,BK,32500.0,2022-10-12,34.06669998168945,2022-10-29,38.81529998779297
Ro Khanna,FITB,32500.0,2022-10-12,28.72843360900879,2022-10-29,31.8223934173584
