politician_name,ticker,est_trade_size,report_date,open_price,close_date,close_price,return_factor,running_return,pct_trade_size
Alan Lowenthal,CRM,8000.0,2022-10-03,146.61526489257812,2022-10-22,159.2545166015625,1.0862069288504501,1.0168347536801283,0.05
Alan Lowenthal,SCI,8000.0,2022-10-03,56.7540168762207,2022-10-26,58.46572494506836,1.0301601219272436,1.0071719523165183,0.05
Alan Lowenthal,SCI,8000.0,2022-10-03,56.7540168762207,2022-10-22,55.9603157043457,0.9860150661475461,1.0065615245026007,0.05
Alan Lowenthal,SCI,8000.0,2022-10-03,56.7540168762207,2022-10-23,55.9603157043457,0.9860150661475461,1.0014249099138373,0.05
Earl Blumenauer,AMGN,8000.0,2022-10-06,211.5809631347656,2022-10-26,244.30667114257807,1.1546722707135422,1.1546722707135422,0.05
Earl Blumenauer,CNC,8000.0,2022-10-06,80.23999786376953,2022-10-26,84.80000305175781,1.0568295776344636,1.105750924174003,0.05
Earl Blumenauer,EMR,8000.0,2022-10-06,74.79171752929688,2022-10-26,80.18438720703125,1.0721024981893483,1.094534782179118,0.05
Earl Blumenauer,NEM,8000.0,2022-10-06,41.16476440429688,2022-10-28,39.30322265625,0.954778272753759,1.0595956548227783,0.05
Earl Blumenauer,ALK,8000.0,2022-10-06,42.459999084472656,2022-10-30,44.459999084472656,1.0471031569270897,1.0570971552436406,0.05
Richard Blumenthal,APG,175000.0,2022-10-06,9.619999885559082,2022-10-21,10.07333278656006,1.047124002743648,1.0069299838810533,0.05
Richard Blumenthal,APG,8000.0,2022-10-06,9.619999885559082,2022-10-20,9.793333053588867,1.0180180010490418,0.9988911801085344,0.05
Richard Blumenthal,APG,32500.0,2022-10-06,9.619999885559082,2022-10-19,9.93333339691162,1.0325710514636173,0.9941094748734076,0.05
Richard Blumenthal,APG,32500.0,2022-10-06,9.619999885559082,2022-10-16,9.813332557678224,1.0200969516028124,0.9812889493433378,0.05
Richard Blumenthal,APG,32500.0,2022-10-06,9.619999885559082,2022-10-09,9.373332977294922,0.9743589489398601,0.9743589489398601,0.05
Kurt Schrader,CPRT,8000.0,2022-10-07,27.420000076293945,2022-10-16,27.729999542236328,1.011305596830045,1.011305596830045,0.05
Alan Lowenthal,SCI,8000.0,2022-10-10,57.95890808105469,2022-10-23,55.9603157043457,0.96551708024047,1.000229473637177,0.05
Pete Sessions,MCD,8000.0,2022-10-11,222.49630737304688,2022-10-21,238.921875,1.073824001040221,1.073824001040221,0.05
Pete Sessions,VZ,8000.0,2022-10-11,29.87213706970215,2022-10-27,30.07162475585937,1.006678052048695,1.040251026544458,0.05
Kevin Hern,DVN,32500.0,2022-10-11,60.22264862060547,2022-10-30,67.9338150024414,1.1280442916155222,1.031730192378407,0.05
Kevin Hern,DVN,8000.0,2022-10-11,60.22264862060547,2022-10-30,67.9338150024414,1.1280442916155222,1.0179710353445335,0.05
Kevin Hern,WMB,8000.0,2022-10-11,26.15170669555664,2022-10-26,28.26142692565918,1.0806723727312602,0.9996254926327021,0.05
Kevin Hern,UNH,8000.0,2022-10-11,477.8673706054688,2022-10-20,498.012451171875,1.0421562169873242,0.9834161166129904,0.05
Kevin Hern,HD,8000.0,2022-10-11,263.7126159667969,2022-10-15,262.193115234375,0.9942380430801491,0.968742603358619,0.05
Kevin Hern,NEE,8000.0,2022-10-11,70.33357238769531,2022-10-15,68.13188934326172,0.9686965560017712,0.968731091519407,0.05
Kevin Hern,ROK,8000.0,2022-10-11,214.28298950195312,2022-10-12,213.723388671875,0.997388496252648,0.9559948834978539,0.05
Tommy Tuberville,MSFT,375000.0,2022-10-12,220.632568359375,2022-10-19,231.1193389892578,1.0475304743441212,1.0475304743441212,0.05
Ro Khanna,INTC,32500.0,2022-10-12,24.099666595458984,2022-10-29,27.049091339111328,1.1223844625389172,1.0351161487960736,0.05
Ro Khanna,INTU,32500.0,2022-10-12,381.14208984375,2022-10-29,419.8790283203125,1.1016338512821893,1.0347698459637606,0.05
Ro Khanna,MCD,32500.0,2022-10-12,222.50567626953125,2022-10-29,255.9200134277344,1.1501729651055141,1.0345034555043249,0.05
Ro Khanna,ECL,32500.0,2022-10-12,136.28343200683594,2022-10-29,152.32363891601562,1.11769740953086,1.03404077746592,0.05
Ro Khanna,BLK,32500.0,2022-10-12,495.3829650878906,2022-10-29,602.4720458984375,1.2161743304829773,1.0337048070560206,0.05
Ro Khanna,IAC,32500.0,2022-10-12,37.99015426635742,2022-10-29,39.93437194824219,1.0511768830485242,1.0329690428486538,0.05
Ro Khanna,AXP,32500.0,2022-10-12,131.56520080566406,2022-10-29,143.3772735595703,1.0897811327126992,1.0328953268964276,0.05
Ro Khanna,ITW,32500.0,2022-10-12,173.83106994628906,2022-10-29,200.47608947753903,1.153281111020503,1.0326640837833534,0.05
Ro Khanna,KEY,32500.0,2022-10-12,13.340723991394045,2022-10-29,15.29177188873291,1.1462475273903774,1.0321717693864672,0.05
David McKinley,GWW,8000.0,2022-10-13,504.1881103515625,2022-10-21,505.4427795410156,1.0024884942022498,0.9831260402612173,0.05
David McKinley,AJG,8000.0,2022-10-13,174.1404571533203,2022-10-21,170.93365478515625,0.981584966408233,0.981584966408233,0.05
David McKinley,CNC,8000.0,2022-10-13,75.26000213623047,2022-10-21,73.8499984741211,0.9812649000519946,0.9814249332301138,0.05
David McKinley,TSLA,8000.0,2022-10-13,221.72000122070312,2022-10-21,214.44000244140625,0.9671658003823919,0.9766718889475398,0.05
Virginia Foxx,NEWT,8000.0,2022-10-13,12.875789642333984,2022-10-20,12.601481437683104,0.9786958149930479,0.8629779281996912,0.05
Virginia Foxx,NEWT,8000.0,2022-10-13,12.875789642333984,2022-10-19,12.667981147766112,0.9838605242598384,0.8557455602751065,0.05
Virginia Foxx,USDP,8000.0,2022-10-13,3.851309299468994,2022-10-16,3.709368944168091,0.9631449088442536,0.8472045626761243,0.05
Virginia Foxx,CF,8000.0,2022-10-13,100.0196304321289,2022-10-16,92.4034652709961,0.923853296315657,0.8389231093784009,0.05
Virginia Foxx,NUE,75000.0,2022-10-13,119.1313934326172,2022-10-14,114.0490951538086,0.9573387154101975,0.8323900180755349,0.05
Michael McCaul,MUR,32500.0,2022-10-14,38.19185256958008,2022-10-28,42.82635498046875,1.1213479341554662,0.9819840226035911,0.05
Michael McCaul,MUR,8000.0,2022-10-14,38.19185256958008,2022-10-28,42.82635498046875,1.1213479341554662,0.9759247221013356,0.05
Michael McCaul,SSD,8000.0,2022-10-14,75.8534927368164,2022-10-22,76.64720153808594,1.0104637080328445,0.9693145760988752,0.05
Michael McCaul,SSD,8000.0,2022-10-14,75.8534927368164,2022-10-22,76.64720153808594,1.0104637080328445,0.9673550936258289,0.05
Michael McCaul,PM,32500.0,2022-10-14,74.70191955566406,2022-10-21,75.79713439941406,1.0146611338806883,0.9651996629054782,0.05
Michael McCaul,PM,175000.0,2022-10-14,74.70191955566406,2022-10-21,75.79713439941406,1.0146611338806883,0.9625964275909934,0.05
Michael McCaul,ADBE,32500.0,2022-10-14,287.94000244140625,2022-10-21,306.3699951171875,1.0640063642408686,0.9597039439082327,0.05
Michael McCaul,ADBE,32500.0,2022-10-14,287.94000244140625,2022-10-21,306.3699951171875,1.0640063642408686,0.9535685074180776,0.05
Josh Gottheimer,UNH,8000.0,2022-10-17,498.968505859375,2022-10-28,527.0394287109375,1.0562579051020782,1.0468140725266828,0.05
Josh Gottheimer,ALNY,8000.0,2022-10-17,195.08999633789065,2022-10-28,204.509994506836,1.0482853982560447,1.0436661283348843,0.05
Josh Gottheimer,FLYW,8000.0,2022-10-17,20.440000534057617,2022-10-27,21.950000762939453,1.0738747646491416,1.041356493374304,0.05
Tom Suozzi,NVDA,32500.0,2022-10-17,11.87440299987793,2022-10-26,12.88124942779541,1.084791330387543,1.0152611845797221,0.05
Josh Gottheimer,ADP,8000.0,2022-10-17,219.65509033203125,2022-10-26,221.5964508056641,1.0088382220994663,1.0088382220994663,0.05
Tom Suozzi,AMD,8000.0,2022-10-17,57.959999084472656,2022-10-26,59.72999954223633,1.0305383106577353,1.001355155418158,0.05
Alan Lowenthal,SCI,8000.0,2022-10-17,58.25534439086914,2022-10-27,56.65839767456055,0.9725871208383261,0.996280566094484,0.05
Tom Suozzi,AMD,32500.0,2022-10-17,57.959999084472656,2022-10-26,59.72999954223633,1.0305383106577353,0.9940593666082636,0.05
Tom Suozzi,GNRC,32500.0,2022-10-17,143.9600067138672,2022-10-26,119.54000091552734,0.8303695147300411,0.9888480888869104,0.05
Tom Suozzi,AMD,8000.0,2022-10-17,57.959999084472656,2022-10-26,59.72999954223633,1.0305383106577353,0.981899718591773,0.05
Garret Graves,COIN,8000.0,2022-10-19,63.18999862670898,2022-10-30,66.25,1.0484254065483969,1.0484254065483969,0.05
Lois Frankel,CMCSA,8000.0,2022-10-25,28.98558616638184,2022-11-11,31.244918823242188,1.077946764432895,0.9991215721114793,0.05
Lois Frankel,HAL,8000.0,2022-10-25,33.021976470947266,2022-11-06,37.32673263549805,1.1303603425536357,0.9892684230713024,0.05
Lois Frankel,TGT,8000.0,2022-10-25,150.32635498046875,2022-10-28,151.88584899902344,1.010374055958167,0.9691124345738261,0.05
Lois Frankel,BSX,8000.0,2022-10-25,41.29999923706055,2022-10-28,43.15999984741211,1.0450363352230403,0.9622354976764361,0.05
Mike Garcia,TSLA,75000.0,2022-10-26,224.63999938964844,2022-10-29,227.5399932861328,1.0129095170244111,1.0129095170244111,0.05
Tom Carper,ABT,8000.0,2022-11-03,91.38884735107422,2022-11-16,98.17314910888672,1.0742355544955098,1.0742355544955098,0.05
Tom Carper,CVS,8000.0,2022-11-03,87.9201889038086,2022-11-16,86.39191436767578,0.9826174789296135,1.0284265167125617,0.05
Michael Burgess,MS,32500.0,2022-11-03,76.01631927490234,2022-11-06,77.78899383544922,1.0233196579031438,1.0233196579031438,0.05
Diana Harshbarger,NOW,8000.0,2022-11-07,363.2000122070313,2022-11-12,400.3999938964844,1.1024228536320873,1.0646126695208709,0.05
Diana Harshbarger,V,8000.0,2022-11-07,195.57843017578125,2022-11-12,202.6376037597656,1.0360938247517364,1.061047813924729,0.05
Diana Harshbarger,NOW,8000.0,2022-11-07,363.2000122070313,2022-11-12,400.3999938964844,1.1024228536320873,1.0583109721690016,0.05
Kurt Schrader,CPRT,8000.0,2022-11-07,28.545000076293945,2022-11-18,32.209999084472656,1.1283937291428638,1.0525732875669362,0.05
Diana Harshbarger,MSFT,8000.0,2022-11-07,222.7045440673828,2022-11-11,241.5083770751953,1.084433988927155,1.0494885958763844,0.05
Kurt Schrader,SLB,8000.0,2022-11-07,51.476505279541016,2022-11-25,47.73856735229492,0.9273855537211126,1.0212763541054803,0.05
Kurt Schrader,AEE,8000.0,2022-11-07,74.30817413330078,2022-11-12,75.64724731445312,1.0180205367279,1.0146630667789727,0.05
Jim Langevin,ABNB,175000.0,2022-11-09,95.79000091552734,2022-11-26,95.3000030517578,0.9948846658410448,0.9948846658410448,0.05
Jim Langevin,ABNB,8000.0,2022-11-09,95.79000091552734,2022-11-27,95.3000030517578,0.9948846658410448,0.9948846658410448,0.05
Tommy Tuberville,CLF,32500.0,2022-11-10,13.960000038146973,2022-11-30,15.479999542236328,1.108882485668755,1.0366389591601286,0.05
Kevin Hern,JPM,8000.0,2022-11-10,126.06499481201172,2022-11-30,128.95811462402344,1.0229494303024083,1.0307545521477406,0.05
Tommy Tuberville,MSFT,32500.0,2022-11-10,237.47203063964844,2022-11-23,242.649658203125,1.0218031047678762,1.0185780775329722,0.05
Tommy Tuberville,MSFT,375000.0,2022-11-10,237.47203063964844,2022-11-12,236.07440185546875,0.9941145541206892,1.0175030684546709,0.05
John Curtis,CMG,8000.0,2022-11-10,29.418399810791016,2022-11-20,29.887800216674805,1.015956014225886,0.9951578500290452,0.05
John Curtis,ADBE,8000.0,2022-11-10,329.95001220703125,2022-11-20,321.489990234375,0.9743596858322044,0.9743596858322044,0.05
Bob Latta,FMAO,8000.0,2022-11-10,27.501338958740234,2022-11-19,25.916114807128903,0.9423582919366357,0.9423582919366357,0.05
Earl Blumenauer,AAPL,32500.0,2022-11-11,147.6180877685547,2022-11-27,142.2143096923828,0.9633935233963722,1.041479883269096,0.05
Josh Gottheimer,LNG,8000.0,2022-11-11,157.4158935546875,2022-11-12,160.08233642578125,1.0169388415037481,1.040839026322096,0.05
Josh Gottheimer,CTSH,8000.0,2022-11-11,55.59464263916016,2022-11-16,56.536766052246094,1.0169462985705444,1.0368569050301706,0.05
Josh Gottheimer,FIS,8000.0,2022-11-11,60.8646240234375,2022-11-16,57.62594604492188,0.9467888279853913,1.0239900368809163,0.05
Josh Gottheimer,NVDA,8000.0,2022-11-11,16.308326721191406,2022-11-16,15.891803741455078,0.9744594901207683,1.0177987185358979,0.05
Josh Gottheimer,CRM,8000.0,2022-11-11,156.35987854003906,2022-11-16,153.77256774902344,0.983452847270196,1.0139825106174865,0.05
Josh Gottheimer,TSLA,8000.0,2022-11-11,195.97000122070312,2022-11-16,186.9199981689453,0.9538194468776595,1.0079662042435038,0.05
Josh Gottheimer,LLY,8000.0,2022-11-11,343.57769775390625,2022-11-18,353.6996154785156,1.029460345624236,1.0070039755063935,0.05
Josh Gottheimer,VZ,8000.0,2022-11-11,31.83369445800781,2022-11-16,31.48460578918457,0.9890339882075665,1.0062450936947822,0.05
Josh Gottheimer,DE,8000.0,2022-11-11,390.9723510742188,2022-11-23,421.2945556640625,1.0775558796076798,1.0057921542911814,0.05
Ro Khanna,SSNC,8000.0,2022-11-17,49.63972473144531,2022-11-18,50.19725799560547,1.0112315945984078,1.03502211511813,0.05
Ro Khanna,HCA,8000.0,2022-11-17,222.04220581054688,2022-11-20,223.693099975586,1.0074350466795836,1.034913930536018,0.05
Ro Khanna,NEE,8000.0,2022-11-17,76.18006134033203,2022-11-25,79.34696960449219,1.0415713535594582,1.0348062674406466,0.05
Ro Khanna,NEE,8000.0,2022-11-17,76.18006134033203,2022-11-25,79.34696960449219,1.0415713535594582,1.0347803475704596,0.05
Ro Khanna,NEE,8000.0,2022-11-17,76.18006134033203,2022-11-25,79.34696960449219,1.0415713535594582,1.0347542283166558,0.05
Ro Khanna,SSNC,8000.0,2022-11-17,49.63972473144531,2022-11-20,49.10141754150391,0.9891557176665728,1.0347351875169968,0.05
Ro Khanna,ST,32500.0,2022-11-17,41.60223007202149,2022-11-24,43.57594299316406,1.0474424788701397,1.0347279073697724,0.05
Ro Khanna,ST,8000.0,2022-11-17,41.60223007202149,2022-11-24,43.57594299316406,1.0474424788701397,1.0346786260848873,0.05
Ro Khanna,HCA,8000.0,2022-11-17,222.04220581054688,2022-11-20,223.693099975586,1.0074350466795836,1.0346289612880575,0.05
Ro Khanna,NFLX,8000.0,2022-11-17,295.2799987792969,2022-11-26,281.1700134277344,0.9522148963360406,1.0344922318090701,0.05
Lois Frankel,HAL,8000.0,2022-11-21,34.107601165771484,2022-11-25,34.32472610473633,1.0063658812564849,1.0018034958076398,0.05
Lois Frankel,PFE,8000.0,2022-11-21,41.216400146484375,2022-11-25,42.09754180908203,1.0213784236242383,1.0013472572627553,0.05
Dwight Evans,SRE,8000.0,2022-11-22,73.3255615234375,2022-12-14,74.8896713256836,1.0213310306767462,1.0213310306767462,0.05
Bill Keating,NOW,8000.0,2022-11-22,400.2799987792969,2022-12-09,393.5799865722656,0.9832616862509649,0.9832616862509649,0.05
John Hickenlooper,BATRA,75000.0,2022-11-29,32.599998474121094,2022-12-23,32.790000915527344,1.0058282960214577,0.9650101972112917,0.05
John Hickenlooper,BATRA,8000.0,2022-11-29,32.599998474121094,2022-12-21,32.4900016784668,0.9966258650060486,0.9514041642745698,0.05
John Hickenlooper,BATRA,8000.0,2022-11-29,32.599998474121094,2022-12-21,32.4900016784668,0.9966258650060486,0.9287933139088302,0.05
John Hickenlooper,LBRDA,32500.0,2022-11-29,83.11152648925781,2022-12-14,71.5557632446289,0.860960762811612,0.860960762811612,0.05
Diana Harshbarger,JPM,8000.0,2022-12-01,127.14757537841795,2022-12-04,122.60260772705078,0.9642543899257191,1.05029298903595,0.05
Diana Harshbarger,JPM,8000.0,2022-12-01,127.14757537841795,2022-12-04,122.60260772705078,0.9642543899257191,1.041689129124927,0.05
Diana Harshbarger,BKNG,8000.0,2022-12-01,2034.49609375,2022-12-04,2030.7733154296875,0.9981701718023697,1.0377328602774218,0.05
Diana Harshbarger,JPM,8000.0,2022-12-01,127.14757537841795,2022-12-04,122.60260772705078,0.9642543899257191,1.03160965441478,0.05
Diana Harshbarger,DPZ,8000.0,2022-12-01,371.11041259765625,2022-12-04,366.9526062011719,0.988796308981521,1.028316320150683,0.05
Diana Harshbarger,BKNG,8000.0,2022-12-01,2034.49609375,2022-12-04,2030.7733154296875,0.9981701718023697,1.0261630238400892,0.05
Diana Harshbarger,BKNG,8000.0,2022-12-01,2034.49609375,2022-12-04,2030.7733154296875,0.9981701718023697,1.0242968337042413,0.05
Diana Harshbarger,GOOGL,8000.0,2022-12-01,100.387939453125,2022-12-04,98.8869400024414,0.9850480101607777,1.0218437822327748,0.05
Diana Harshbarger,GOOGL,8000.0,2022-12-01,100.387939453125,2022-12-04,98.8869400024414,0.9850480101607777,1.019679325052069,0.05
Diana Harshbarger,JPM,8000.0,2022-12-01,127.14757537841795,2022-12-04,122.60260772705078,0.9642543899257191,1.0166001619894942,0.05
Earl Blumenauer,NWN,8000.0,2022-12-05,41.56342697143555,2022-12-15,41.19459533691406,0.9911260533262821,1.034286478991551,0.05
Ro Khanna,KMX,8000.0,2022-12-07,65.0999984741211,2022-12-08,65.4800033569336,1.0058372487207285,1.033592492580629,0.05
Ro Khanna,SSNC,8000.0,2022-12-07,48.70370864868164,2022-12-10,50.89426803588867,1.0449772604178538,1.0335320849200287,0.05
Ro Khanna,KMX,8000.0,2022-12-07,65.0999984741211,2022-12-08,65.4800033569336,1.0058372487207285,1.0334896953811477,0.05
Ro Khanna,ELAN,32500.0,2022-12-07,12.56999969482422,2022-12-15,12.220000267028809,0.9721559716553114,1.033306437444791,0.05
Ro Khanna,ELAN,8000.0,2022-12-07,12.56999969482422,2022-12-15,12.220000267028809,0.9721559716553114,1.0330824430646095,0.05
Ro Khanna,SSNC,8000.0,2022-12-07,48.70370864868164,2022-12-15,49.08006286621094,1.0077274242141205,1.0329899064994617,0.05
Ro Khanna,ELAN,32500.0,2022-12-07,12.56999969482422,2022-12-16,12.020000457763672,0.9562450874770495,1.0327108344302893,0.05
Ro Khanna,KMX,8000.0,2022-12-07,65.0999984741211,2022-12-16,61.43999862670898,0.9437788028694493,1.032388616924634,0.05
Ro Khanna,KMX,8000.0,2022-12-07,65.0999984741211,2022-12-16,61.43999862670898,0.9437788028694493,1.032068725899164,0.05
Ro Khanna,SSNC,8000.0,2022-12-07,48.70370864868164,2022-12-17,48.19225311279297,0.9894986326487374,1.031915596067328,0.05
Jim Langevin,GNRC,8000.0,2022-12-08,92.70999908447266,2022-12-29,100.63999938964844,1.0855355450704984,1.025101625584196,0.05
Cindy Axne,CHD,8000.0,2022-12-08,78.58594512939453,2022-12-23,79.4671859741211,1.0112137207648972,0.9666918088343256,0.05
Cindy Axne,DHR,8000.0,2022-12-08,237.88870239257807,2022-12-23,227.4216766357422,0.9560003243047559,0.951851171524135,0.05
Cindy Axne,DHR,8000.0,2022-12-08,237.88870239257807,2022-12-23,227.4216766357422,0.9560003243047559,0.9497765951338246,0.05
Cindy Axne,AMZN,8000.0,2022-12-08,90.3499984741211,2022-12-23,85.25,0.9435528659628933,0.9435528659628933,0.05
Kevin Hern,OKE,8000.0,2022-12-09,55.140403747558594,2022-12-14,57.77811050415039,1.0478361886624485,1.0324627157992112,0.05
Kurt Schrader,SLB,8000.0,2022-12-09,44.26409149169922,2022-12-15,47.22319412231445,1.0668510869848113,1.0294894210759036,0.05
Kevin Hern,TXN,8000.0,2022-12-09,160.5320281982422,2022-12-15,156.6168212890625,0.9756110543601632,1.027294382941116,0.05
Kurt Schrader,ORCL,8000.0,2022-12-09,77.082763671875,2022-12-23,78.03831481933594,1.0123964308224407,1.027047565325409,0.05
Kurt Schrader,HD,8000.0,2022-12-09,300.561767578125,2022-12-25,299.6896057128906,0.9970982275215438,1.0233038980999258,0.05
Kurt Schrader,PFG,8000.0,2022-12-09,80.53524017333984,2022-12-11,82.54701232910156,1.0249800230486887,1.0220170878941222,0.05
Michael Burgess,DIS,32500.0,2022-12-09,91.84880828857422,2022-12-16,88.6029281616211,0.9646606179499347,0.9939901379265392,0.05
Rob Wittman,AMZN,8000.0,2022-12-09,89.08999633789062,2022-12-18,84.91999816894531,0.9531934185614981,0.942163720959057,0.05
Rob Wittman,AAPL,8000.0,2022-12-09,140.18299865722656,2022-12-17,130.52915954589844,0.9311340233566158,0.9311340233566158,0.05
Tommy Tuberville,F,175000.0,2022-12-14,10.7373628616333,2022-12-17,9.311555862426758,0.867210690596922,1.0084009143995942,0.05
Alan Lowenthal,GTLS,32500.0,2022-12-22,112.08000183105467,2023-01-08,123.0,1.0974303889234918,1.0187583045009303,0.05
Alan Lowenthal,GTLS,8000.0,2022-12-22,112.08000183105467,2023-01-08,123.0,1.0974303889234918,1.00892429394811,0.05
John Hickenlooper,FWONK,75000.0,2022-12-22,57.701473236083984,2023-01-13,64.78846740722656,1.122821719683765,1.0041409527957648,0.05
John Hickenlooper,LBRDA,75000.0,2022-12-22,67.86316680908203,2022-12-29,70.7122802734375,1.0419832082456573,0.9804047994181648,0.05
Mitch McConnell,WFC,8000.0,2022-12-29,38.4143180847168,2023-01-04,39.64119338989258,1.0319379691309396,1.0438371211078068,0.05
Ro Khanna,TSLA,8000.0,2023-01-05,110.33999633789062,2023-01-29,166.66000366210938,1.5104224142961886,1.0353766557513036,0.05
Ro Khanna,KO,8000.0,2023-01-05,57.671974182128906,2023-01-29,56.22553253173828,0.9749195051686155,1.035192895415186,0.05
Ro Khanna,SSNC,8000.0,2023-01-05,50.27666473388672,2023-01-29,56.85797882080078,1.1309019626052923,1.0342035022875007,0.05
Ro Khanna,AMGN,8000.0,2023-01-05,246.17388916015625,2023-01-29,232.08755493164065,0.942778926406158,1.0339239164285365,0.05
Ro Khanna,ELAN,8000.0,2023-01-05,12.449999809265137,2023-01-29,13.550000190734863,1.0883534456483381,1.033905968563446,0.05
Ro Khanna,ST,8000.0,2023-01-05,40.33134078979492,2023-01-27,45.04901885986328,1.1169730035670442,1.0338478216971676,0.05
Ro Khanna,FCX,8000.0,2023-01-05,38.32147216796875,2023-01-29,42.444149017333984,1.1075813797365333,1.0337379207946655,0.05
Ro Khanna,UNH,8000.0,2023-01-05,469.8938903808594,2023-01-29,465.8946838378906,0.9914891284504097,1.0337162729603764,0.05
Ro Khanna,ELAN,8000.0,2023-01-05,12.449999809265137,2023-01-27,14.0600004196167,1.1293173200816775,1.0335880555038242,0.05
Ro Khanna,CNC,8000.0,2023-01-05,77.26000213623047,2023-01-29,74.69999694824219,0.9668650644938594,1.0335093032747218,0.05
Lloyd Doggett,HD,8000.0,2023-01-06,297.795166015625,2023-01-15,307.1736145019531,1.0314929507144386,1.017494560681556,0.05
Lloyd Doggett,IBM,8000.0,2023-01-06,129.50685119628906,2023-01-12,131.17413330078125,1.0128740841823507,1.012828430670595,0.05
Lloyd Doggett,PPG,8000.0,2023-01-06,121.24169158935548,2023-01-12,124.18545532226562,1.0242801275231348,1.0128056039147173,0.05
