politician_name,ticker,est_trade_size,report_date,open_price,close_date,close_price,return_factor,running_return,running_stdev,running_rr_ratio,pct_trade_size
Alan Lowenthal,SCI,8000.0,2022-10-10,57.95890808105469,2022-10-23,55.9603157043457,0.96551708024047,1.000229473637177,0.05036141528846719,19.861027890259283,0.05
Pete Sessions,MCD,8000.0,2022-10-11,222.49630737304688,2022-10-21,238.921875,1.073824001040221,1.073824001040221,0.0,inf,0.05
Kevin Hern,NEE,8000.0,2022-10-11,70.33357238769531,2022-10-15,68.13188934326172,0.9686965560017712,0.968731091519407,0.038305309092205836,25.289734359995524,0.05
Pete Sessions,VZ,8000.0,2022-10-11,29.87213706970215,2022-10-27,30.07162475585937,1.006678052048695,1.040251026544458,0.04747935586111393,21.909543793883564,0.05
Kevin Hern,UNH,8000.0,2022-10-11,477.8673706054688,2022-10-20,498.012451171875,1.0421562169873242,0.9834161166129904,0.04667678586281351,21.068633977997596,0.05
Kevin Hern,HD,8000.0,2022-10-11,263.7126159667969,2022-10-15,262.193115234375,0.9942380430801491,0.968742603358619,0.046914222383404036,20.6492307480154,0.05
Kevin Hern,WMB,8000.0,2022-10-11,26.15170669555664,2022-10-26,28.26142692565918,1.0806723727312602,0.9996254926327021,0.057614591003293344,17.350214159735366,0.05
Kevin Hern,ROK,8000.0,2022-10-11,214.28298950195312,2022-10-12,213.723388671875,0.997388496252648,0.9559948834978539,0.05853940855344981,16.330791634578546,0.05
Kevin Hern,DVN,8000.0,2022-10-11,60.22264862060547,2022-10-30,67.9338150024414,1.1280442916155222,1.0179710353445335,0.07156894211508276,14.223642340662762,0.05
Kevin Hern,DVN,32500.0,2022-10-11,60.22264862060547,2022-10-30,67.9338150024414,1.1280442916155222,1.031730192378407,0.07684333541198224,13.426410850686844,0.05
Scott Franklin,WMT,32500.0,2022-10-12,42.08016586303711,2022-10-13,42.43627166748047,1.0084625570536583,1.0084625570536583,0.0,inf,0.05
Scott Franklin,WMT,8000.0,2022-10-12,42.08016586303711,2022-10-13,42.43627166748047,1.0084625570536583,1.0084625570536583,0.0,inf,0.05
Tommy Tuberville,MSFT,375000.0,2022-10-12,220.632568359375,2022-10-19,231.1193389892578,1.0475304743441212,1.0475304743441212,0.0,inf,0.05
