politician_name,ticker,est_trade_size,report_date,open_price,close_date,close_price,return_factor,pct_trade_size
Ro Khanna,INTC,8000.0,2022-09-09,29.93191337585449,2022-09-22,26.70657539367676,0.8922441762517077,0.05
Ro Khanna,USB,8000.0,2022-09-09,41.146026611328125,2022-09-22,37.21129989624024,0.9043716480267722,0.05
Ro Khanna,PG,8000.0,2022-09-09,129.73788452148438,2022-09-22,126.26179504394533,0.9732068278255037,0.05
Ro Khanna,DOW,8000.0,2022-09-09,42.90020751953125,2022-09-22,38.02498626708984,0.8863590286778482,0.05
Ro Khanna,AMD,8000.0,2022-09-09,85.44999694824219,2022-09-22,69.5,0.8133411642143973,0.05
Ro Khanna,VZ,75000.0,2022-09-09,34.5266227722168,2022-09-22,32.63844680786133,0.9453124628837182,0.05
Ro Khanna,PEP,32500.0,2022-09-09,158.9841766357422,2022-09-22,154.74391174316406,0.9733290130986227,0.05
Ro Khanna,MSFT,32500.0,2022-09-09,258.465087890625,2022-09-22,235.517333984375,0.911215266659299,0.05
Ro Khanna,CAT,32500.0,2022-09-09,179.3557891845703,2022-09-22,161.42874145507812,0.9000475657295682,0.05
Ro Khanna,DHR,32500.0,2022-09-09,253.92819213867188,2022-09-22,232.9525909423828,0.9173955399767736,0.05
Ro Khanna,WMT,32500.0,2022-09-09,43.899147033691406,2022-09-22,42.792362213134766,0.9747880108078817,0.05
Ro Khanna,DIS,32500.0,2022-09-09,113.2913589477539,2022-09-22,100.48485565185548,0.886959575603605,0.05
Ro Khanna,PFE,32500.0,2022-09-09,40.57776641845703,2022-09-22,37.80414962768555,0.9316468836118617,0.05
Ro Khanna,GOOGL,32500.0,2022-09-09,109.99034881591795,2022-09-22,99.54300689697266,0.9050158306486492,0.05
Ro Khanna,JPM,8000.0,2022-09-09,110.2305908203125,2022-09-22,102.86768341064452,0.9332045001766316,0.05
Ro Khanna,MCD,32500.0,2022-09-09,243.5867156982422,2022-09-22,232.7177124023437,0.9553793265583369,0.05
Ro Khanna,MET,8000.0,2022-09-09,61.663848876953125,2022-09-22,57.86227798461914,0.9383500874244841,0.05
Ro Khanna,CMCSA,8000.0,2022-09-09,32.25307083129883,2022-09-22,29.55848503112793,0.9164549070609415,0.05
Ro Khanna,MMC,8000.0,2022-09-09,159.5967254638672,2022-09-22,144.71469116210938,0.9067522578642936,0.05
Ro Khanna,CVS,8000.0,2022-09-09,91.27972412109376,2022-09-22,89.20658111572266,0.9772880228842407,0.05
Ro Khanna,BK,8000.0,2022-09-09,40.3245964050293,2022-09-22,37.392066955566406,0.9272769051422634,0.05
Ro Khanna,AIG,8000.0,2022-09-09,51.48777389526367,2022-09-22,48.18946838378906,0.9359400249429308,0.05
Ro Khanna,MMM,8000.0,2022-09-09,91.816650390625,2022-09-22,85.13363647460938,0.9272134859245748,0.05
Ro Khanna,NFLX,8000.0,2022-09-09,233.57000732421875,2022-09-22,237.0500030517578,1.014899154936055,0.05
Ro Khanna,APD,32500.0,2022-09-09,238.2328948974609,2022-09-22,221.1281890869141,0.9282017463713021,0.05
Ro Khanna,CMG,8000.0,2022-09-09,34.466400146484375,2022-09-22,31.76959991455078,0.9217556744982933,0.05
Ro Khanna,DXCM,8000.0,2022-09-09,92.88999938964844,2022-09-22,80.95999908447266,0.871568517778403,0.05
Ro Khanna,ULTA,8000.0,2022-09-09,442.8999938964844,2022-09-22,401.6700134277344,0.9069090516212869,0.05
Ro Khanna,GM,8000.0,2022-09-09,40.11204528808594,2022-09-22,36.3135986328125,0.9053040893828057,0.05
Ro Khanna,MCHP,8000.0,2022-09-09,62.959869384765625,2022-09-22,59.527923583984375,0.9454899472581867,0.05
Virginia Foxx,SJT,8000.0,2022-09-09,9.400988578796388,2022-09-22,8.613512992858887,0.9162348109098201,0.05
Ro Khanna,HCA,8000.0,2022-09-09,214.0422821044922,2022-09-22,189.57107543945312,0.8856711560704974,0.05
Ro Khanna,SNAP,8000.0,2022-09-09,12.649999618530272,2022-09-22,10.460000038146973,0.82687749830638,0.05
Ro Khanna,LUV,8000.0,2022-09-09,36.05605316162109,2022-09-22,31.009899139404297,0.86004696632775,0.05
Ro Khanna,EPAM,8000.0,2022-09-09,432.4400024414063,2022-09-22,367.05999755859375,0.8488113853628255,0.05
Ro Khanna,BAX,8000.0,2022-09-09,55.32875061035156,2022-09-22,51.46232986450195,0.9301191387262912,0.05
Ro Khanna,TSLA,8000.0,2022-09-09,299.67999267578125,2022-09-22,288.5899963378906,0.9629938714330899,0.05
Ro Khanna,EMR,8000.0,2022-09-09,79.72322845458984,2022-09-22,71.08364868164062,0.8916303323331881,0.05
Ro Khanna,V,8000.0,2022-09-09,200.56320190429688,2022-09-22,181.591796875,0.9054093430441468,0.05
Ro Khanna,ADBE,8000.0,2022-09-09,394.7799987792969,2022-09-22,287.0599975585937,0.7271391621820121,0.05
Ro Khanna,ILMN,8000.0,2022-09-09,204.62062072753903,2022-09-22,188.2198486328125,0.9198479017588123,0.05
Ro Khanna,OKTA,8000.0,2022-09-09,64.69999694824219,2022-09-22,55.2599983215332,0.8540958412368912,0.05
Ro Khanna,CDNS,8000.0,2022-09-09,174.67999267578125,2022-09-22,162.32000732421875,0.9292421234840356,0.05
Ro Khanna,KEYS,8000.0,2022-09-09,172.36000061035156,2022-09-22,158.7100067138672,0.920805326942749,0.05
Ro Khanna,KR,8000.0,2022-09-09,48.56743240356445,2022-09-22,42.545597076416016,0.8760108362922953,0.05
Ro Khanna,TTWO,8000.0,2022-09-09,127.77999877929688,2022-09-22,114.73999786376952,0.8979495927367303,0.05
Ro Khanna,AAPL,8000.0,2022-09-09,154.9244384765625,2022-09-22,150.3664093017578,0.9705790176190037,0.05
Ro Khanna,CBRE,8000.0,2022-09-09,81.16999816894531,2022-09-22,72.19999694824219,0.8894911737951111,0.05
Ro Khanna,MOS,8000.0,2022-09-09,52.25323867797852,2022-09-22,48.79693984985352,0.9338548400908667,0.05
Ro Khanna,NET,8000.0,2022-09-09,65.83000183105469,2022-09-22,56.91999816894531,0.864651322888067,0.05
Ro Khanna,AMZN,8000.0,2022-09-09,133.27000427246094,2022-09-22,117.30999755859376,0.8802430689411693,0.05
Ro Khanna,PINS,8000.0,2022-09-09,25.549999237060547,2022-09-22,23.209999084472656,0.9084148640915145,0.05
Ro Khanna,ETSY,8000.0,2022-09-09,110.41999816894533,2022-09-22,97.48999786376952,0.8829016435465559,0.05
Virginia Foxx,SJT,8000.0,2022-09-09,9.400988578796388,2022-09-23,7.988404750823975,0.8497409271235103,0.05
Virginia Foxx,SJT,8000.0,2022-09-09,9.400988578796388,2022-09-24,7.761091709136963,0.8255612315753518,0.05
Virginia Foxx,SJT,8000.0,2022-09-09,9.400988578796388,2022-09-25,7.761091709136963,0.8255612315753518,0.05
Virginia Foxx,SJT,8000.0,2022-09-09,9.400988578796388,2022-09-28,7.996523857116699,0.8506045710078394,0.05
Ro Khanna,MU,8000.0,2022-09-09,56.42721176147461,2022-09-29,49.128231048583984,0.8706478579210258,0.05
Virginia Foxx,AA,8000.0,2022-09-09,50.752079010009766,2022-09-29,34.17229461669922,0.673318123774978,0.05
Virginia Foxx,IMKTA,75000.0,2022-09-09,89.09371948242188,2022-09-29,77.5430908203125,0.8703541761505612,0.05
Virginia Foxx,USDP,8000.0,2022-09-09,4.5042338371276855,2022-09-29,3.737756967544556,0.8298319098655176,0.05
Ro Khanna,CRI,8000.0,2022-09-09,67.40606689453125,2022-09-30,57.54454040527344,0.853699719571416,0.05
Virginia Foxx,AA,8000.0,2022-09-09,50.752079010009766,2022-09-30,32.46512222290039,0.6396806368562229,0.05
Virginia Foxx,SJT,8000.0,2022-09-09,9.400988578796388,2022-09-30,7.72849178314209,0.8220935190340983,0.05
Zoe Lofgren,DIS,8000.0,2022-09-14,110.65530395507812,2022-09-24,96.5110855102539,0.8721776730145151,0.05
Kevin Hern,PTC,32500.0,2022-09-15,114.98999786376952,2022-09-24,105.16999816894533,0.9146012707430597,0.05
Michael McCaul,HSIC,32500.0,2022-09-21,69.06999969482422,2022-09-22,68.0,0.9845084740183603,0.05
Michael McCaul,HSIC,32500.0,2022-09-21,69.06999969482422,2022-09-22,68.0,0.9845084740183603,0.05
Michael McCaul,RHI,8000.0,2022-09-21,68.86869049072266,2022-09-22,67.26859283447266,0.9767659636788716,0.05
Michael McCaul,IPG,8000.0,2022-09-21,23.73322296142578,2022-09-22,23.45631980895996,0.9883326780810227,0.05
Michael McCaul,RHI,8000.0,2022-09-21,68.86869049072266,2022-09-22,67.26859283447266,0.9767659636788716,0.05
Michael McCaul,IPG,8000.0,2022-09-21,23.73322296142578,2022-09-22,23.45631980895996,0.9883326780810227,0.05
Michael McCaul,PRI,32500.0,2022-09-21,126.27371978759766,2022-09-24,117.8009033203125,0.932901188928804,0.05
Michael McCaul,NSIT,8000.0,2022-09-21,85.43000030517578,2022-09-24,82.12999725341797,0.9613718478289894,0.05
Michael McCaul,PRI,32500.0,2022-09-21,126.27371978759766,2022-09-24,117.8009033203125,0.932901188928804,0.05
Michael McCaul,IBM,75000.0,2022-09-21,111.26416778564452,2022-09-24,108.66358184814452,0.9766269232111622,0.05
Michael McCaul,NSIT,8000.0,2022-09-21,85.43000030517578,2022-09-24,82.12999725341797,0.9613718478289894,0.05
Michael McCaul,IBM,32500.0,2022-09-21,111.26416778564452,2022-09-24,108.66358184814452,0.9766269232111622,0.05
Michael McCaul,NTRS,8000.0,2022-09-21,82.96776580810547,2022-09-30,77.85393524169922,0.9383636462113017,0.05
Michael McCaul,KMX,32500.0,2022-09-21,81.05999755859375,2022-09-30,66.0199966430664,0.8144584089747132,0.05
Michael McCaul,KMX,32500.0,2022-09-21,81.05999755859375,2022-09-30,66.0199966430664,0.8144584089747132,0.05
Michael McCaul,NTRS,8000.0,2022-09-21,82.96776580810547,2022-09-30,77.85393524169922,0.9383636462113017,0.05
Lois Frankel,KLAC,8000.0,2022-09-21,312.95123291015625,2022-10-07,304.5182800292969,0.9730534601112105,0.05
Lois Frankel,LOW,8000.0,2022-09-21,177.40928649902344,2022-10-07,185.74478149414065,1.0469845471993549,0.05
Lois Frankel,TGT,8000.0,2022-09-21,144.18817138671875,2022-10-07,138.12255859375,0.9579326602547686,0.05
Lois Frankel,ADI,8000.0,2022-09-21,141.34011840820312,2022-10-12,131.9612274169922,0.9336431078674786,0.05
Lois Frankel,KLAC,8000.0,2022-09-21,312.95123291015625,2022-10-14,255.60694885253903,0.816762875402763,0.05
Mitch McConnell,WFC,8000.0,2022-09-26,36.949462890625,2022-10-06,39.008888244628906,1.055736273084674,0.05
Ed Perlmutter,CHPT,8000.0,2022-09-27,304.3999938964844,2022-10-02,301.0,0.9888305060293773,0.05
Diana Harshbarger,NOW,8000.0,2022-09-29,385.5,2022-10-07,401.2099914550781,1.0407522476136917,0.05
Diana Harshbarger,NOW,8000.0,2022-09-29,385.5,2022-10-07,401.2099914550781,1.0407522476136917,0.05
Diana Harshbarger,NOW,8000.0,2022-09-29,385.5,2022-10-07,401.2099914550781,1.0407522476136917,0.05
Diana Harshbarger,NOW,8000.0,2022-09-29,385.5,2022-10-07,401.2099914550781,1.0407522476136917,0.05
Alan Lowenthal,CRM,8000.0,2022-10-03,146.61526489257812,2022-10-22,159.2545166015625,1.0862069288504501,0.05
Alan Lowenthal,SCI,8000.0,2022-10-03,56.7540168762207,2022-10-22,55.9603157043457,0.9860150661475461,0.05
Alan Lowenthal,SCI,8000.0,2022-10-03,56.7540168762207,2022-10-23,55.9603157043457,0.9860150661475461,0.05
Alan Lowenthal,SCI,8000.0,2022-10-03,56.7540168762207,2022-10-26,58.46572494506836,1.0301601219272436,0.05
Richard Blumenthal,APG,32500.0,2022-10-06,9.619999885559082,2022-10-09,9.373332977294922,0.9743589489398601,0.05
Richard Blumenthal,APG,8000.0,2022-10-06,9.619999885559082,2022-10-12,9.133333206176758,0.9494109474873408,0.05
Richard Blumenthal,APG,32500.0,2022-10-06,9.619999885559082,2022-10-16,9.813332557678224,1.0200969516028124,0.05
Richard Blumenthal,APG,32500.0,2022-10-06,9.619999885559082,2022-10-19,9.93333339691162,1.0325710514636173,0.05
Richard Blumenthal,APG,8000.0,2022-10-06,9.619999885559082,2022-10-20,9.793333053588867,1.0180180010490418,0.05
Richard Blumenthal,APG,175000.0,2022-10-06,9.619999885559082,2022-10-21,10.07333278656006,1.047124002743648,0.05
Earl Blumenauer,AMGN,8000.0,2022-10-06,211.5809631347656,2022-10-26,244.30667114257807,1.1546722707135422,0.05
Earl Blumenauer,CNC,8000.0,2022-10-06,80.23999786376953,2022-10-26,84.80000305175781,1.0568295776344636,0.05
Earl Blumenauer,EMR,8000.0,2022-10-06,74.79171752929688,2022-10-26,80.18438720703125,1.0721024981893483,0.05
Earl Blumenauer,NEM,8000.0,2022-10-06,41.16476440429688,2022-10-28,39.30322265625,0.954778272753759,0.05
Earl Blumenauer,ALK,8000.0,2022-10-06,42.459999084472656,2022-10-30,44.459999084472656,1.0471031569270897,0.05
Kurt Schrader,CPRT,8000.0,2022-10-07,27.420000076293945,2022-10-16,27.729999542236328,1.011305596830045,0.05
Alan Lowenthal,SCI,8000.0,2022-10-10,57.95890808105469,2022-10-23,55.9603157043457,0.96551708024047,0.05
Kevin Hern,ROK,8000.0,2022-10-11,214.28298950195312,2022-10-12,213.723388671875,0.997388496252648,0.05
Kevin Hern,HD,8000.0,2022-10-11,263.7126159667969,2022-10-15,262.193115234375,0.9942380430801491,0.05
Kevin Hern,NEE,8000.0,2022-10-11,70.33357238769531,2022-10-15,68.13188934326172,0.9686965560017712,0.05
Kevin Hern,UNH,8000.0,2022-10-11,477.8673706054688,2022-10-20,498.012451171875,1.0421562169873242,0.05
Pete Sessions,MCD,8000.0,2022-10-11,222.49630737304688,2022-10-21,238.921875,1.073824001040221,0.05
Kevin Hern,WMB,8000.0,2022-10-11,26.15170669555664,2022-10-26,28.26142692565918,1.0806723727312602,0.05
Pete Sessions,VZ,8000.0,2022-10-11,29.87213706970215,2022-10-27,30.07162475585937,1.006678052048695,0.05
Kevin Hern,DVN,8000.0,2022-10-11,60.22264862060547,2022-10-30,67.9338150024414,1.1280442916155222,0.05
Kevin Hern,DVN,32500.0,2022-10-11,60.22264862060547,2022-10-30,67.9338150024414,1.1280442916155222,0.05
Scott Franklin,WMT,32500.0,2022-10-12,42.08016586303711,2022-10-13,42.43627166748047,1.0084625570536583,0.05
Scott Franklin,WMT,8000.0,2022-10-12,42.08016586303711,2022-10-13,42.43627166748047,1.0084625570536583,0.05
Scott Franklin,MSFT,32500.0,2022-10-12,220.632568359375,2022-10-13,228.9301300048828,1.037608054455462,0.05
Scott Franklin,CSCO,8000.0,2022-10-12,36.19046401977539,2022-10-13,37.42537689208984,1.0341226039997624,0.05
Scott Franklin,CSCO,32500.0,2022-10-12,36.19046401977539,2022-10-13,37.42537689208984,1.0341226039997624,0.05
Ro Khanna,MHK,32500.0,2022-10-12,96.29000091552734,2022-10-13,96.68000030517578,1.0040502584478173,0.05
Ro Khanna,MU,32500.0,2022-10-12,51.92925643920898,2022-10-14,51.89972305297852,0.9994312765432136,0.05
Ro Khanna,FIS,8000.0,2022-10-12,68.66346740722656,2022-10-15,71.6880874633789,1.0440499172320274,0.05
Ro Khanna,GM,8000.0,2022-10-12,31.28137588500977,2022-10-15,32.61228942871094,1.0425465154919529,0.05
Ro Khanna,HUM,8000.0,2022-10-12,480.8707275390625,2022-10-15,485.3468017578125,1.0093082692757305,0.05
Ro Khanna,HCA,8000.0,2022-10-12,195.8523712158203,2022-10-15,201.5377349853516,1.0290288227517361,0.05
Ro Khanna,AMZN,8000.0,2022-10-12,112.9000015258789,2022-10-15,113.79000091552734,1.0078830768611144,0.05
Ro Khanna,PFE,8000.0,2022-10-12,35.64973449707031,2022-10-15,37.02381896972656,1.038544031029717,0.05
Ro Khanna,MSFT,8000.0,2022-10-12,220.632568359375,2022-10-15,232.1455535888672,1.0521817124058466,0.05
Ro Khanna,GOOGL,8000.0,2022-10-12,96.97838592529295,2022-10-15,99.37403106689452,1.0247028770250626,0.05
Ro Khanna,TXN,8000.0,2022-10-12,138.50674438476562,2022-10-15,137.9949493408203,0.996304908860441,0.05
Ro Khanna,AMZN,8000.0,2022-10-12,112.9000015258789,2022-10-15,113.79000091552734,1.0078830768611144,0.05
Ro Khanna,PEP,8000.0,2022-10-12,155.4689483642578,2022-10-15,158.53445434570312,1.0197178022601847,0.05
Ro Khanna,CAT,8000.0,2022-10-12,169.90008544921875,2022-10-15,171.13055419921875,1.0072423080114798,0.05
Ro Khanna,GOOGL,8000.0,2022-10-12,96.97838592529295,2022-10-15,99.37403106689452,1.0247028770250626,0.05
Ro Khanna,VRTX,8000.0,2022-10-12,290.1300048828125,2022-10-16,297.0199890136719,1.0237479199493424,0.05
Ro Khanna,GOOGL,8000.0,2022-10-12,96.97838592529295,2022-10-19,99.03604888916016,1.0212177481016473,0.05
Tommy Tuberville,MSFT,375000.0,2022-10-12,220.632568359375,2022-10-19,231.1193389892578,1.0475304743441212,0.05
Tommy Tuberville,X,175000.0,2022-10-12,18.991714477539062,2022-10-19,19.198043823242188,1.0108641768992022,0.05
Ro Khanna,DIS,8000.0,2022-10-12,91.87832641601562,2022-10-21,100.36681365966795,1.0923883528876803,0.05
Ro Khanna,GOOGL,8000.0,2022-10-12,96.97838592529295,2022-10-21,100.527099609375,1.036592830971798,0.05
Ro Khanna,DIS,32500.0,2022-10-12,91.87832641601562,2022-10-21,100.36681365966795,1.0923883528876803,0.05
Ro Khanna,UNH,8000.0,2022-10-12,478.0108642578125,2022-10-22,517.8226928710938,1.0832864513970732,0.05
Ro Khanna,CRI,8000.0,2022-10-12,62.29528427124024,2022-10-22,63.893497467041016,1.0256554443004382,0.05
Ro Khanna,CRI,8000.0,2022-10-12,62.29528427124024,2022-10-23,63.893497467041016,1.0256554443004382,0.05
Ro Khanna,ST,8000.0,2022-10-12,36.47905349731445,2022-10-23,39.96468734741211,1.0955516526862261,0.05
Ro Khanna,HCA,8000.0,2022-10-12,195.8523712158203,2022-10-26,212.44932556152344,1.0847421669835902,0.05
Ro Khanna,ST,8000.0,2022-10-12,36.47905349731445,2022-10-26,37.50650405883789,1.0281654939758533,0.05
Ro Khanna,ST,8000.0,2022-10-12,36.47905349731445,2022-10-26,37.50650405883789,1.0281654939758533,0.05
Ro Khanna,ST,32500.0,2022-10-12,36.47905349731445,2022-10-26,37.50650405883789,1.0281654939758533,0.05
Ro Khanna,CTSH,8000.0,2022-10-12,54.00541305541992,2022-10-28,59.97217559814453,1.1104845274787838,0.05
Ro Khanna,ST,8000.0,2022-10-12,36.47905349731445,2022-10-28,38.706787109375,1.0610688435823739,0.05
Ro Khanna,NFLX,8000.0,2022-10-12,220.8699951171875,2022-10-29,291.8800048828125,1.3215013869491374,0.05
Ro Khanna,RSG,8000.0,2022-10-12,124.17996215820312,2022-10-29,128.21131896972656,1.0324638270253905,0.05
Ro Khanna,CSX,8000.0,2022-10-12,25.626523971557617,2022-10-29,27.943967819213867,1.0904314549342835,0.05
Ro Khanna,UDR,8000.0,2022-10-12,33.978050231933594,2022-10-29,35.40270233154297,1.0419286006667459,0.05
Ro Khanna,LUMN,8000.0,2022-10-12,6.630000114440918,2022-10-29,7.360000133514404,1.110105581670121,0.05
Ro Khanna,LBRDA,8000.0,2022-10-12,69.7563247680664,2022-10-29,79.96250915527344,1.146311956960773,0.05
Ro Khanna,ICE,8000.0,2022-10-12,87.34474182128906,2022-10-29,92.12601470947266,1.0547402486799522,0.05
Ro Khanna,AFL,8000.0,2022-10-12,53.69871520996094,2022-10-29,60.90095138549805,1.13412306323115,0.05
Ro Khanna,TSN,8000.0,2022-10-12,58.052284240722656,2022-10-29,62.21187210083008,1.0716524408042076,0.05
Ro Khanna,WBD,8000.0,2022-10-12,11.65999984741211,2022-10-29,13.0,1.1149228276263914,0.05
Ro Khanna,AMAT,8000.0,2022-10-12,74.1646957397461,2022-10-29,86.14659118652344,1.1615579397618434,0.05
Ro Khanna,HD,8000.0,2022-10-12,261.5032958984375,2022-10-29,276.0550842285156,1.0556466727506553,0.05
Ro Khanna,PPG,8000.0,2022-10-12,102.94320678710938,2022-10-29,107.1570281982422,1.0409334578030698,0.05
Ro Khanna,INVH,8000.0,2022-10-12,29.225160598754883,2022-10-29,28.76227569580078,0.9841614248315261,0.05
Ro Khanna,BLK,8000.0,2022-10-12,495.3829650878906,2022-10-29,602.4720458984375,1.2161743304829773,0.05
Ro Khanna,FOXA,8000.0,2022-10-12,29.42932891845703,2022-10-29,27.865684509277344,0.9468678197347876,0.05
Ro Khanna,INTC,8000.0,2022-10-12,24.099666595458984,2022-10-29,27.049091339111328,1.1223844625389172,0.05
Ro Khanna,PH,8000.0,2022-10-12,244.12710571289065,2022-10-29,280.23944091796875,1.1479243163090154,0.05
Ro Khanna,GOOGL,8000.0,2022-10-12,96.97838592529295,2022-10-29,93.94657135009766,0.9687372134907375,0.05
Ro Khanna,AMZN,8000.0,2022-10-12,112.9000015258789,2022-10-29,102.44000244140624,0.9073516479796058,0.05
Ro Khanna,CSGP,8000.0,2022-10-12,71.44999694824219,2022-10-29,82.72000122070312,1.1577327467295042,0.05
Ro Khanna,ROP,8000.0,2022-10-12,360.1424560546875,2022-10-29,407.9613037109375,1.1327775907903197,0.05
Ro Khanna,ANSS,8000.0,2022-10-12,201.9499969482422,2022-10-29,221.16000366210932,1.0951225897705286,0.05
Ro Khanna,MLM,8000.0,2022-10-12,306.2177124023437,2022-10-29,330.3038024902344,1.0786567501237279,0.05
Ro Khanna,VTRS,8000.0,2022-10-12,8.28188419342041,2022-10-29,8.93455696105957,1.07880728013049,0.05
Ro Khanna,TMO,8000.0,2022-10-12,496.7819213867188,2022-10-29,509.9786071777344,1.0265643438758365,0.05
Ro Khanna,CI,8000.0,2022-10-12,274.970458984375,2022-10-29,308.0591735839844,1.1203355252117815,0.05
Ro Khanna,ABBV,8000.0,2022-10-12,125.0463409423828,2022-10-29,132.1121826171875,1.056505785147767,0.05
Ro Khanna,BALL,8000.0,2022-10-12,47.096317291259766,2022-10-29,47.52936553955078,1.0091949492698737,0.05
Ro Khanna,CCL,8000.0,2022-10-12,7.309999942779541,2022-10-29,9.0600004196167,1.239398151920059,0.05
Ro Khanna,KHC,8000.0,2022-10-12,31.013561248779297,2022-10-29,33.79863357543945,1.0898017581508728,0.05
Ro Khanna,GILD,8000.0,2022-10-12,59.15071487426758,2022-10-29,70.97361755371094,1.1998775958088495,0.05
Ro Khanna,CAG,8000.0,2022-10-12,29.09147834777832,2022-10-29,31.7944393157959,1.0929124651454505,0.05
Ro Khanna,MAR,8000.0,2022-10-12,137.99440002441406,2022-10-29,155.7361602783203,1.128568697358497,0.05
Ro Khanna,CLX,8000.0,2022-10-12,116.75340270996094,2022-10-29,133.18722534179688,1.1407566910290476,0.05
Ro Khanna,MTB,8000.0,2022-10-12,162.8611602783203,2022-10-29,153.3437957763672,0.9415614841151291,0.05
Ro Khanna,TRU,8000.0,2022-10-12,55.74257278442383,2022-10-29,58.36180877685547,1.046988071443368,0.05
Ro Khanna,TROW,8000.0,2022-10-12,86.40005493164062,2022-10-29,93.52738189697266,1.082492157799797,0.05
Ro Khanna,NTRS,8000.0,2022-10-12,76.19784545898438,2022-10-29,76.75291442871094,1.0072845756514905,0.05
Ro Khanna,STT,8000.0,2022-10-12,54.72175216674805,2022-10-29,67.31067657470703,1.2300533866239889,0.05
Ro Khanna,MO,8000.0,2022-10-12,35.72623443603516,2022-10-29,36.939727783203125,1.0339664497623062,0.05
Ro Khanna,NSC,8000.0,2022-10-12,197.1286163330078,2022-10-29,212.75372314453125,1.079263513852946,0.05
Ro Khanna,CVS,8000.0,2022-10-12,78.49250793457031,2022-10-29,85.13333129882812,1.0846045506635291,0.05
Ro Khanna,SCHW,8000.0,2022-10-12,68.82395935058594,2022-10-29,76.27214813232422,1.108220870348327,0.05
Ro Khanna,WBA,8000.0,2022-10-12,27.22311019897461,2022-10-29,31.10969352722168,1.1427677917710322,0.05
Ro Khanna,ISRG,8000.0,2022-10-12,186.33999633789065,2022-10-29,246.47000122070312,1.3226897395327766,0.05
Ro Khanna,COF,8000.0,2022-10-12,88.56832885742188,2022-10-29,100.43871307373048,1.1340251574060707,0.05
Ro Khanna,KO,8000.0,2022-10-12,50.76588821411133,2022-10-29,55.10225677490234,1.0854189439668984,0.05
Ro Khanna,TMUS,8000.0,2022-10-12,129.52532958984375,2022-10-29,147.6670379638672,1.1400630164885213,0.05
Ro Khanna,UNP,32500.0,2022-10-12,180.12545776367188,2022-10-29,184.83204650878903,1.026129503311477,0.05
Ro Khanna,AME,8000.0,2022-10-12,111.95201873779295,2022-10-29,127.34185791015624,1.1374681702561202,0.05
Ro Khanna,ANET,8000.0,2022-10-12,25.912500381469727,2022-10-29,30.21500015258789,1.1660395449215284,0.05
